Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_mulieris__UMB0007B__GCA_026184155.1,Lactobacillus_mulieris__UMB7783B__GCA_030228195.1
group_181,,hypothetical protein,1,1,1.0,9,2,,,,702,702,702.0,OCAFGGHM_00496,
group_180,,hypothetical protein,1,1,1.0,9,1,,,,426,426,426.0,OCAFGGHM_00498,
group_176,,hypothetical protein,1,1,1.0,7,67,,,,1263,1263,1263.0,,GPENAHNM_00154
group_175,,Beta-xylosidase,1,1,1.0,7,66,,,,2205,2205,2205.0,,GPENAHNM_00135
licB,licB,Lichenan-specific phosphotransferase enzyme IIB component,1,1,1.0,7,65,,,,297,297,297.0,,GPENAHNM_00137
licC_1,licC_1,Lichenan permease IIC component,1,1,1.0,7,58,,,,1269,1269,1269.0,,GPENAHNM_00136
group_174,,hypothetical protein,1,1,1.0,7,57,,,,567,567,567.0,OCAFGGHM_00455,
gmuR_1,gmuR_1,HTH-type transcriptional regulator GmuR,1,1,1.0,7,56,,,,720,720,720.0,,GPENAHNM_00134
group_173,,hypothetical protein,1,1,1.0,7,55,,,,864,864,864.0,,GPENAHNM_00155
group_168,ydiM_2,Inner membrane transport protein YdiM,1,1,1.0,7,46,,,,1179,1179,1179.0,OCAFGGHM_00442,
licA,licA,Lichenan-specific phosphotransferase enzyme IIA component,1,1,1.0,7,43,,,,318,318,318.0,,GPENAHNM_00138
group_167,,hypothetical protein,1,1,1.0,7,42,,,,1047,1047,1047.0,,GPENAHNM_00129
gmuC,gmuC,PTS system oligo-beta-mannoside-specific EIIC component,1,1,1.0,7,39,,,,1320,1320,1320.0,,GPENAHNM_00132
licR,licR,putative licABCH operon regulator,1,1,1.0,7,36,,,,1863,1863,1863.0,,GPENAHNM_00139
menH,menH,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,1,1,1.0,7,15,,,,759,759,759.0,,GPENAHNM_00126
ydiM_2,ydiM_2,Inner membrane transport protein YdiM,1,1,1.0,7,14,,,,1221,1221,1221.0,,GPENAHNM_00127
group_157,,hypothetical protein,1,1,1.0,7,10,,,,762,762,762.0,,GPENAHNM_00143
bglH_1,bglH_1,Aryl-phospho-beta-D-glucosidase BglH,1,1,1.0,7,9,,,,1368,1368,1368.0,,GPENAHNM_00133
group_155,,hypothetical protein,1,1,1.0,7,4,,,,1245,1245,1245.0,,GPENAHNM_00130
rhaR,rhaR,HTH-type transcriptional activator RhaR,1,1,1.0,7,3,,,,1128,1128,1128.0,,GPENAHNM_00131
group_148,,hypothetical protein,1,1,1.0,6,9,,,,1338,1338,1338.0,,GPENAHNM_00821
group_147,,hypothetical protein,1,1,1.0,6,5,,,,5640,5640,5640.0,,GPENAHNM_00822
group_145,,hypothetical protein,1,1,1.0,6,3,,,,7611,7611,7611.0,OCAFGGHM_00423,
group_143,,hypothetical protein,1,1,1.0,5,92,,,,297,297,297.0,OCAFGGHM_00316,
group_141,,hypothetical protein,1,1,1.0,5,89,,,,576,576,576.0,OCAFGGHM_00299,
group_140,,hypothetical protein,1,1,1.0,5,88,,,,309,309,309.0,OCAFGGHM_00273,
group_139,,hypothetical protein,1,1,1.0,5,86,,,,882,882,882.0,OCAFGGHM_00300,
group_138,,hypothetical protein,1,1,1.0,5,84,,,,330,330,330.0,OCAFGGHM_00277,
group_137,,hypothetical protein,1,1,1.0,5,82,,,,888,888,888.0,OCAFGGHM_00283,
group_136,,hypothetical protein,1,1,1.0,5,78,,,,336,336,336.0,OCAFGGHM_00307,
group_134,,hypothetical protein,1,1,1.0,5,75,,,,345,345,345.0,OCAFGGHM_00289,
group_133,,hypothetical protein,1,1,1.0,5,74,,,,351,351,351.0,OCAFGGHM_00303,
group_132,,hypothetical protein,1,1,1.0,5,72,,,,633,633,633.0,OCAFGGHM_00286,
group_131,,hypothetical protein,1,1,1.0,5,71,,,,639,639,639.0,OCAFGGHM_00281,
group_130,,hypothetical protein,1,1,1.0,5,70,,,,357,357,357.0,OCAFGGHM_00301,
group_129,,hypothetical protein,1,1,1.0,5,69,,,,366,366,366.0,OCAFGGHM_00306,
group_128,,hypothetical protein,1,1,1.0,5,68,,,,1410,1410,1410.0,OCAFGGHM_00296,
group_127,,hypothetical protein,1,1,1.0,5,67,,,,375,375,375.0,OCAFGGHM_00271,
group_126,,hypothetical protein,1,1,1.0,5,65,,,,387,387,387.0,OCAFGGHM_00287,
group_125,,hypothetical protein,1,1,1.0,5,64,,,,390,390,390.0,OCAFGGHM_00304,
group_123,,hypothetical protein,1,1,1.0,5,60,,,,402,402,402.0,OCAFGGHM_00321,
group_121,,hypothetical protein,1,1,1.0,5,57,,,,408,408,408.0,OCAFGGHM_00284,
group_120,,hypothetical protein,1,1,1.0,5,55,,,,1539,1539,1539.0,OCAFGGHM_00297,
group_119,,hypothetical protein,1,1,1.0,5,54,,,,417,417,417.0,OCAFGGHM_00272,
group_118,,hypothetical protein,1,1,1.0,5,53,,,,423,423,423.0,OCAFGGHM_00318,
group_117,,hypothetical protein,1,1,1.0,5,52,,,,123,123,123.0,OCAFGGHM_00270,
group_116,,hypothetical protein,1,1,1.0,5,50,,,,705,705,705.0,OCAFGGHM_00280,
group_115,,hypothetical protein,1,1,1.0,5,48,,,,432,432,432.0,OCAFGGHM_00315,
group_114,,hypothetical protein,1,1,1.0,5,47,,,,150,150,150.0,OCAFGGHM_00278,
group_113,,hypothetical protein,1,1,1.0,5,45,,,,165,165,165.0,OCAFGGHM_00317,
group_112,,hypothetical protein,1,1,1.0,5,44,,,,165,165,165.0,OCAFGGHM_00290,
group_110,,hypothetical protein,1,1,1.0,5,42,,,,1728,1728,1728.0,OCAFGGHM_00310,
group_109,,hypothetical protein,1,1,1.0,5,39,,,,174,174,174.0,OCAFGGHM_00314,
ssb_1,ssb_1,Single-stranded DNA-binding protein,1,1,1.0,5,38,,,,453,453,453.0,OCAFGGHM_00282,
group_108,,hypothetical protein,1,1,1.0,5,37,,,,183,183,183.0,OCAFGGHM_00298,
group_107,,hypothetical protein,1,1,1.0,5,36,,,,183,183,183.0,OCAFGGHM_00288,
group_106,,hypothetical protein,1,1,1.0,5,35,,,,195,195,195.0,OCAFGGHM_00320,
group_105,,hypothetical protein,1,1,1.0,5,34,,,,465,465,465.0,OCAFGGHM_00269,
group_104,,hypothetical protein,1,1,1.0,5,33,,,,198,198,198.0,OCAFGGHM_00312,
group_103,,hypothetical protein,1,1,1.0,5,30,,,,204,204,204.0,OCAFGGHM_00292,
group_102,,hypothetical protein,1,1,1.0,5,29,,,,474,474,474.0,OCAFGGHM_00291,
group_101,,hypothetical protein,1,1,1.0,5,28,,,,480,480,480.0,OCAFGGHM_00313,
group_100,,hypothetical protein,1,1,1.0,5,27,,,,1116,1116,1116.0,OCAFGGHM_00319,
group_99,,hypothetical protein,1,1,1.0,5,25,,,,774,774,774.0,OCAFGGHM_00275,
group_98,,hypothetical protein,1,1,1.0,5,24,,,,483,483,483.0,OCAFGGHM_00279,
group_97,,hypothetical protein,1,1,1.0,5,23,,,,222,222,222.0,OCAFGGHM_00276,
group_96,,hypothetical protein,1,1,1.0,5,22,,,,222,222,222.0,OCAFGGHM_00274,
group_94,,hypothetical protein,1,1,1.0,5,18,,,,234,234,234.0,OCAFGGHM_00285,
xerD_1,xerD_1,Tyrosine recombinase XerD,1,1,1.0,5,17,,,,1152,1152,1152.0,OCAFGGHM_00268,
group_93,,hypothetical protein,1,1,1.0,5,16,,,,2301,2301,2301.0,OCAFGGHM_00311,
group_90,,hypothetical protein,1,1,1.0,5,11,,,,513,513,513.0,OCAFGGHM_00293,
group_89,,hypothetical protein,1,1,1.0,5,10,,,,807,807,807.0,OCAFGGHM_00309,
group_88,,hypothetical protein,1,1,1.0,5,9,,,,519,519,519.0,OCAFGGHM_00294,
group_87,,hypothetical protein,1,1,1.0,5,5,,,,540,540,540.0,OCAFGGHM_00305,
group_86,,hypothetical protein,1,1,1.0,5,4,,,,1227,1227,1227.0,OCAFGGHM_00295,
group_85,,hypothetical protein,1,1,1.0,5,3,,,,282,282,282.0,OCAFGGHM_00302,
group_84,,hypothetical protein,1,1,1.0,5,2,,,,5106,5106,5106.0,OCAFGGHM_00308,
group_68,,hypothetical protein,1,1,1.0,4,2,,,,159,384,271.5,OCAFGGHM_00198,
group_62,,hypothetical protein,1,1,1.0,2,57,,,,147,147,147.0,OCAFGGHM_00118,
group_57,,hypothetical protein,1,1,1.0,2,47,,,,1278,1278,1278.0,,GPENAHNM_00342
agrA_1,agrA_1,Accessory gene regulator A,1,1,1.0,2,32,,,,735,735,735.0,,GPENAHNM_00341
group_45,,hypothetical protein,1,1,1.0,2,11,,,,339,339,339.0,,GPENAHNM_00340
group_43,,hypothetical protein,1,1,1.0,2,6,,,,348,348,348.0,OCAFGGHM_00117,
group_41,,hypothetical protein,1,1,1.0,1,114,,,,864,864,864.0,,GPENAHNM_01472
group_39,,hypothetical protein,1,1,1.0,1,111,,,,579,579,579.0,,GPENAHNM_01465
bcrA_1,bcrA_1,Bacitracin transport ATP-binding protein BcrA,1,1,1.0,1,107,,,,597,597,597.0,,GPENAHNM_01464
group_37,,hypothetical protein,1,1,1.0,1,106,,,,879,879,879.0,OCAFGGHM_00047,
group_32,,hypothetical protein,1,1,1.0,1,91,,,,354,354,354.0,,GPENAHNM_01511
btuD_3,btuD_3,Vitamin B12 import ATP-binding protein BtuD,1,1,1.0,1,87,,,,924,924,924.0,,GPENAHNM_01514
rihA_2,rihA_2,Pyrimidine-specific ribonucleoside hydrolase RihA,1,1,1.0,1,78,,,,951,951,951.0,,GPENAHNM_01496
group_29,emrB,Multidrug export protein EmrB,1,1,1.0,1,76,,,,1473,1473,1473.0,,GPENAHNM_01498
guaA_2,guaA_2,GMP synthase [glutamine-hydrolyzing],1,1,1.0,1,75,,,,672,672,672.0,,GPENAHNM_01501
emrB,emrB,Multidrug export protein EmrB,1,1,1.0,1,74,,,,1476,1476,1476.0,OCAFGGHM_00017,
rihA_1,rihA_1,Pyrimidine-specific ribonucleoside hydrolase RihA,1,1,1.0,1,69,,,,957,957,957.0,OCAFGGHM_00021,
smc_1,smc_1,Chromosome partition protein Smc,1,1,1.0,1,61,,,,1539,1539,1539.0,OCAFGGHM_00019,
mntB,mntB,Manganese transport system ATP-binding protein MntB,1,1,1.0,1,58,,,,702,702,702.0,,GPENAHNM_01513
uup_1,uup_1,ATP-binding protein Uup,1,1,1.0,1,57,,,,1584,1584,1584.0,OCAFGGHM_00101,
group_24,,hypothetical protein,1,1,1.0,1,55,,,,432,432,432.0,,GPENAHNM_01497
group_23,,hypothetical protein,1,1,1.0,1,54,,,,147,147,147.0,OCAFGGHM_00023,
group_22,,hypothetical protein,1,1,1.0,1,53,,,,432,432,432.0,OCAFGGHM_00018,
group_21,,hypothetical protein,1,1,1.0,1,50,,,,1026,1026,1026.0,,GPENAHNM_01502
proX,proX,Prolyl-tRNA editing protein ProX,1,1,1.0,1,45,,,,462,462,462.0,OCAFGGHM_00015,
group_20,,hypothetical protein,1,1,1.0,1,44,,,,756,756,756.0,,GPENAHNM_01515
group_18,,hypothetical protein,1,1,1.0,1,41,,,,1959,1959,1959.0,OCAFGGHM_00022,
group_15,,hypothetical protein,1,1,1.0,1,37,,,,777,777,777.0,,GPENAHNM_01516
group_14,,hypothetical protein,1,1,1.0,1,34,,,,489,489,489.0,,GPENAHNM_01463
group_12,,hypothetical protein,1,1,1.0,1,28,,,,2211,2211,2211.0,OCAFGGHM_00031,
group_11,,hypothetical protein,1,1,1.0,1,27,,,,2295,2295,2295.0,,GPENAHNM_01494
group_10,,hypothetical protein,1,1,1.0,1,26,,,,2313,2313,2313.0,OCAFGGHM_00024,
group_9,,hypothetical protein,1,1,1.0,1,24,,,,801,801,801.0,,GPENAHNM_01512
group_8,,hypothetical protein,1,1,1.0,1,21,,,,246,246,246.0,,GPENAHNM_01510
group_7,,hypothetical protein,1,1,1.0,1,19,,,,810,810,810.0,OCAFGGHM_00100,
group_6,,hypothetical protein,1,1,1.0,1,18,,,,2601,2601,2601.0,,GPENAHNM_01503
group_5,,hypothetical protein,1,1,1.0,1,17,,,,822,822,822.0,,GPENAHNM_01466
smc_2,smc_2,Chromosome partition protein Smc,1,1,1.0,1,11,,,,828,828,828.0,OCAFGGHM_00020,
group_2,,hypothetical protein,1,1,1.0,1,7,,,,546,546,546.0,,GPENAHNM_01499
smc_3,smc_3,Chromosome partition protein Smc,1,1,1.0,1,3,,,,3732,3732,3732.0,,GPENAHNM_01495
group_1,,hypothetical protein,1,1,1.0,1,2,,,,546,546,546.0,OCAFGGHM_00016,
group_0,,hypothetical protein,1,1,1.0,1,1,,,,1257,1257,1257.0,,GPENAHNM_01500
