Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_gasseri__UMB1399__GCA_007826985.2,Lactobacillus_gasseri__UMB6735__GCA_030216645.1
cspA,cspA,Cold shock-like protein CspA,2,2,1.0,1,26,,,,210,210,210.0,DLKHCADP_01191,FKLDPHGP_00668
group_9,,hypothetical protein,2,2,1.0,1,24,,,,210,210,210.0,DLKHCADP_00113,FKLDPHGP_00539
yoaB,yoaB,Calcium-transporting ATPase 1,2,2,1.0,1,23,,,,2628,2628,2628.0,DLKHCADP_00963,FKLDPHGP_00693
valS,valS,Valine--tRNA ligase,2,2,1.0,1,22,,,,2640,2640,2640.0,DLKHCADP_00964,FKLDPHGP_00692
atpE,atpE,ATP synthase subunit c,2,2,1.0,1,21,,,,213,213,213.0,DLKHCADP_00759,FKLDPHGP_00717
mgtB_1,mgtB_1,Magnesium-transporting ATPase P-type 1,2,2,1.0,1,20,,,,2679,2679,2679.0,DLKHCADP_00165,FKLDPHGP_00436
ppc,ppc,Phosphoenolpyruvate carboxylase,2,2,1.0,1,19,,,,2739,2739,2739.0,DLKHCADP_00140,FKLDPHGP_00558
ileS,ileS,isoleucine--tRNA ligase IleS,2,2,1.0,1,18,,,,2802,2802,2802.0,DLKHCADP_01190,FKLDPHGP_00669
dinG_1,dinG_1,3'-5' exonuclease DinG,2,2,1.0,1,17,,,,2814,2814,2814.0,DLKHCADP_00097,FKLDPHGP_00504
uidA,uidA,Beta-glucuronidase,2,2,1.0,1,16,,,,222,222,222.0,DLKHCADP_00163,FKLDPHGP_00434
rpoY,rpoY,DNA-directed RNA polymerase subunit epsilon,2,2,1.0,1,14,,,,228,228,228.0,DLKHCADP_01188,FKLDPHGP_00656
group_7,,hypothetical protein,2,2,1.0,1,13,,,,228,228,228.0,DLKHCADP_00993,FKLDPHGP_00385
group_6,,hypothetical protein,2,2,1.0,1,12,,,,228,228,228.0,DLKHCADP_00770,FKLDPHGP_00706
carB_1,carB_1,Carbamoyl phosphate synthase large chain,2,2,1.0,1,11,,,,3165,3165,3165.0,DLKHCADP_00075,FKLDPHGP_00487
carB_2,carB_2,Carbamoyl phosphate synthase large chain,2,2,1.0,1,10,,,,3189,3189,3189.0,DLKHCADP_00137,FKLDPHGP_00561
copZ,copZ,Copper chaperone CopZ,2,2,1.0,1,9,,,,231,231,231.0,DLKHCADP_00893,FKLDPHGP_00454
group_4,,hypothetical protein,2,2,1.0,1,7,,,,231,231,231.0,DLKHCADP_00866,FKLDPHGP_00465
addB,addB,ATP-dependent helicase/deoxyribonuclease subunit B,2,2,1.0,1,6,,,,3477,3477,3477.0,DLKHCADP_00095,FKLDPHGP_00506
addA,addA,ATP-dependent helicase/nuclease subunit A,2,2,1.0,1,5,,,,3615,3615,3615.0,DLKHCADP_00096,FKLDPHGP_00505
group_3,,hypothetical protein,2,2,1.0,1,4,,,,234,234,234.0,DLKHCADP_00766,FKLDPHGP_00710
group_2,,hypothetical protein,2,2,1.0,1,3,,,,237,237,237.0,DLKHCADP_00178,1_refound_7
group_1,,(R)-mandelonitrile lyase,2,2,1.0,1,2,,,,237,237,237.0,DLKHCADP_00161,FKLDPHGP_00432
group_0,,hypothetical protein,2,2,1.0,1,1,,,,240,240,240.0,DLKHCADP_00153,FKLDPHGP_00424
group_822,,hypothetical protein,1,1,1.0,35,1,,,,891,891,891.0,,FKLDPHGP_00371
polA_1,polA_1,DNA polymerase I,1,1,1.0,21,31,,,,210,210,210.0,DLKHCADP_01392,
rplT_1,rplT_1,Large ribosomal subunit protein bL20,1,1,1.0,21,23,,,,429,429,429.0,DLKHCADP_01391,
licT_3,licT_3,Transcription antiterminator LicT,1,1,1.0,20,47,,,,330,330,330.0,DLKHCADP_01304,
group_777,,hypothetical protein,1,1,1.0,20,42,,,,192,192,192.0,DLKHCADP_01307,
bglH_4,bglH_4,Aryl-phospho-beta-D-glucosidase BglH,1,1,1.0,20,38,,,,1428,1428,1428.0,DLKHCADP_01301,
group_772,,hypothetical protein,1,1,1.0,20,27,,,,915,915,915.0,,FKLDPHGP_01157
group_769,,hypothetical protein,1,1,1.0,20,23,,,,564,564,564.0,DLKHCADP_01311,
group_768,,hypothetical protein,1,1,1.0,20,22,,,,387,387,387.0,DLKHCADP_01308,
group_766,,hypothetical protein,1,1,1.0,20,19,,,,795,795,795.0,DLKHCADP_01310,
licT_2,licT_2,Transcription antiterminator LicT,1,1,1.0,20,17,,,,507,507,507.0,DLKHCADP_01303,
group_763,,hypothetical protein,1,1,1.0,20,14,,,,801,801,801.0,DLKHCADP_01313,
group_762,,hypothetical protein,1,1,1.0,20,13,,,,804,804,804.0,DLKHCADP_01309,
bglF_2,bglF_2,PTS system beta-glucoside-specific EIIBCA component,1,1,1.0,20,12,,,,1923,1923,1923.0,DLKHCADP_01302,
xerC_4,xerC_4,Tyrosine recombinase XerC,1,1,1.0,20,9,,,,1203,1203,1203.0,DLKHCADP_01306,
group_759,,hypothetical protein,1,1,1.0,20,6,,,,807,807,807.0,,FKLDPHGP_01182
group_757,,hypothetical protein,1,1,1.0,20,4,,,,945,945,945.0,DLKHCADP_01305,
group_756,,hypothetical protein,1,1,1.0,20,3,,,,447,447,447.0,DLKHCADP_01312,
group_749,,hypothetical protein,1,1,1.0,17,24,,,,537,537,537.0,,FKLDPHGP_01672
group_734,,hypothetical protein,1,1,1.0,15,80,,,,1227,1227,1227.0,DLKHCADP_01341,
group_733,,hypothetical protein,1,1,1.0,15,79,,,,249,249,249.0,DLKHCADP_01324,
group_732,,hypothetical protein,1,1,1.0,15,77,,,,1266,1266,1266.0,DLKHCADP_01345,
group_731,,hypothetical protein,1,1,1.0,15,75,,,,552,552,552.0,DLKHCADP_01333,
group_730,,hypothetical protein,1,1,1.0,15,74,,,,1293,1293,1293.0,DLKHCADP_01321,
group_729,,hypothetical protein,1,1,1.0,15,73,,,,279,279,279.0,DLKHCADP_01348,
group_726,,hypothetical protein,1,1,1.0,15,70,,,,282,282,282.0,DLKHCADP_01337,
group_724,,hypothetical protein,1,1,1.0,15,66,,,,570,570,570.0,DLKHCADP_01354,
ywqA,ywqA,Putative ATP-dependent helicase/translocase YwqA,1,1,1.0,15,64,,,,1353,1353,1353.0,DLKHCADP_01338,
group_722,,hypothetical protein,1,1,1.0,15,63,,,,879,879,879.0,DLKHCADP_01351,
group_720,,hypothetical protein,1,1,1.0,15,59,,,,885,885,885.0,DLKHCADP_01353,
group_719,,hypothetical protein,1,1,1.0,15,58,,,,621,621,621.0,DLKHCADP_01342,
group_718,,hypothetical protein,1,1,1.0,15,56,,,,342,342,342.0,DLKHCADP_01318,
group_715,,hypothetical protein,1,1,1.0,15,52,,,,372,372,372.0,DLKHCADP_01319,
group_714,,hypothetical protein,1,1,1.0,15,51,,,,384,384,384.0,DLKHCADP_01349,
group_712,,hypothetical protein,1,1,1.0,15,49,,,,387,387,387.0,DLKHCADP_01335,
group_710,,hypothetical protein,1,1,1.0,15,47,,,,1578,1578,1578.0,DLKHCADP_01355,
clpP_2,clpP_2,ATP-dependent Clp protease proteolytic subunit,1,1,1.0,15,45,,,,672,672,672.0,DLKHCADP_01346,
group_708,,hypothetical protein,1,1,1.0,15,44,,,,1599,1599,1599.0,DLKHCADP_01344,
group_706,,hypothetical protein,1,1,1.0,15,37,,,,411,411,411.0,DLKHCADP_01350,
group_704,,hypothetical protein,1,1,1.0,15,33,,,,1893,1893,1893.0,DLKHCADP_01320,
mod,mod,Type III restriction-modification enzyme StyLTI Mod subunit,1,1,1.0,15,32,,,,1911,1911,1911.0,DLKHCADP_01323,
group_703,,hypothetical protein,1,1,1.0,15,31,,,,144,144,144.0,DLKHCADP_01331,
group_702,,hypothetical protein,1,1,1.0,15,29,,,,1935,1935,1935.0,DLKHCADP_01334,
group_701,,hypothetical protein,1,1,1.0,15,28,,,,444,444,444.0,DLKHCADP_01325,
group_699,,hypothetical protein,1,1,1.0,15,22,,,,2250,2250,2250.0,DLKHCADP_01336,
group_698,,hypothetical protein,1,1,1.0,15,21,,,,468,468,468.0,DLKHCADP_01339,
group_697,,hypothetical protein,1,1,1.0,15,20,,,,201,201,201.0,DLKHCADP_01330,
group_696,,hypothetical protein,1,1,1.0,15,19,,,,1140,1140,1140.0,DLKHCADP_01332,
group_695,,hypothetical protein,1,1,1.0,15,18,,,,207,207,207.0,DLKHCADP_01343,
group_691,,hypothetical protein,1,1,1.0,15,14,,,,1179,1179,1179.0,DLKHCADP_01347,
res,res,Type III restriction-modification enzyme EcoP15I Res subunit,1,1,1.0,15,13,,,,2976,2976,2976.0,DLKHCADP_01322,
group_689,,hypothetical protein,1,1,1.0,15,11,,,,231,231,231.0,DLKHCADP_01340,
group_688,,hypothetical protein,1,1,1.0,15,10,,,,1203,1203,1203.0,DLKHCADP_01326,
group_687,,hypothetical protein,1,1,1.0,15,9,,,,234,234,234.0,DLKHCADP_01327,
group_686,,hypothetical protein,1,1,1.0,15,8,,,,519,519,519.0,DLKHCADP_01329,
group_683,,hypothetical protein,1,1,1.0,15,5,,,,1215,1215,1215.0,DLKHCADP_01356,
group_682,,hypothetical protein,1,1,1.0,15,4,,,,240,240,240.0,DLKHCADP_01352,
group_679,,hypothetical protein,1,1,1.0,15,1,,,,1221,1221,1221.0,DLKHCADP_01328,
group_678,,hypothetical protein,1,1,1.0,14,105,,,,243,243,243.0,DLKHCADP_01048,
group_673,,hypothetical protein,1,1,1.0,14,97,,,,1296,1296,1296.0,,FKLDPHGP_01386
manZ_4,manZ_4,PTS system mannose-specific EIID component,1,1,1.0,14,89,,,,849,849,849.0,DLKHCADP_01069,
group_658,,hypothetical protein,1,1,1.0,14,77,,,,312,312,312.0,DLKHCADP_01034,
sorA_2,sorA_2,PTS system sorbose-specific EIIC component,1,1,1.0,14,75,,,,873,873,873.0,DLKHCADP_01068,
group_656,,hypothetical protein,1,1,1.0,14,73,,,,324,324,324.0,DLKHCADP_01036,
murK_1,murK_1,N-acetylmuramic acid/N-acetylglucosamine kinase,1,1,1.0,14,70,,,,888,888,888.0,,FKLDPHGP_01392
licC_3,licC_3,Lichenan permease IIC component,1,1,1.0,14,57,,,,1458,1458,1458.0,,FKLDPHGP_01391
sorA_3,sorA_3,PTS system sorbose-specific EIIA component,1,1,1.0,14,34,,,,423,423,423.0,DLKHCADP_01076,
group_641,yfeW,Putative D-alanyl-D-alanine carboxypeptidase,1,1,1.0,14,32,,,,1017,1017,1017.0,,FKLDPHGP_01390
yfeW,yfeW,Putative D-alanyl-D-alanine carboxypeptidase,1,1,1.0,14,23,,,,1032,1032,1032.0,DLKHCADP_01071,
nagZ,nagZ,Beta-hexosaminidase,1,1,1.0,14,22,,,,1926,1926,1926.0,DLKHCADP_01067,
mupG_1,mupG_1,6-phospho-N-acetylmuramidase,1,1,1.0,14,14,,,,1092,1092,1092.0,,FKLDPHGP_01393
sorB_1,sorB_1,PTS system sorbose-specific EIIB component,1,1,1.0,14,9,,,,480,480,480.0,DLKHCADP_01070,
group_635,,hypothetical protein,1,1,1.0,14,7,,,,795,795,795.0,,FKLDPHGP_01394
manZ_5,manZ_5,PTS system mannose-specific EIID component,1,1,1.0,14,6,,,,795,795,795.0,DLKHCADP_01077,
agaC_2,agaC_2,N-acetylgalactosamine permease IIC component 1,1,1,1.0,14,3,,,,807,807,807.0,DLKHCADP_01078,
group_633,,hypothetical protein,1,1,1.0,14,2,,,,1218,1218,1218.0,DLKHCADP_01079,
group_549,,hypothetical protein,1,1,1.0,7,410,,,,246,246,246.0,DLKHCADP_00488,
group_546,,hypothetical protein,1,1,1.0,7,407,,,,255,255,255.0,DLKHCADP_00593,
group_545,,hypothetical protein,1,1,1.0,7,406,,,,258,258,258.0,DLKHCADP_00503,
group_544,,hypothetical protein,1,1,1.0,7,405,,,,261,261,261.0,DLKHCADP_00497,
group_543,,hypothetical protein,1,1,1.0,7,402,,,,276,276,276.0,DLKHCADP_00631,
group_542,,hypothetical protein,1,1,1.0,7,401,,,,276,276,276.0,DLKHCADP_00578,
group_541,,hypothetical protein,1,1,1.0,7,400,,,,279,279,279.0,DLKHCADP_01923,
group_540,,hypothetical protein,1,1,1.0,7,399,,,,279,279,279.0,DLKHCADP_00628,
group_539,,hypothetical protein,1,1,1.0,7,398,,,,279,279,279.0,DLKHCADP_00581,
group_538,,hypothetical protein,1,1,1.0,7,397,,,,279,279,279.0,DLKHCADP_00576,
group_536,,hypothetical protein,1,1,1.0,7,395,,,,285,285,285.0,DLKHCADP_00598,
group_534,,hypothetical protein,1,1,1.0,7,393,,,,294,294,294.0,DLKHCADP_00502,
group_533,,hypothetical protein,1,1,1.0,7,392,,,,297,297,297.0,DLKHCADP_00478,
group_531,,hypothetical protein,1,1,1.0,7,389,,,,300,300,300.0,DLKHCADP_00588,
group_530,,hypothetical protein,1,1,1.0,7,388,,,,300,300,300.0,DLKHCADP_00496,
group_529,,hypothetical protein,1,1,1.0,7,387,,,,303,303,303.0,DLKHCADP_00590,
group_528,,hypothetical protein,1,1,1.0,7,386,,,,306,306,306.0,DLKHCADP_00493,
group_525,,hypothetical protein,1,1,1.0,7,382,,,,315,315,315.0,DLKHCADP_00501,
group_521,,hypothetical protein,1,1,1.0,7,378,,,,327,327,327.0,DLKHCADP_00580,
group_519,,hypothetical protein,1,1,1.0,7,376,,,,330,330,330.0,DLKHCADP_00490,
group_518,,hypothetical protein,1,1,1.0,7,375,,,,333,333,333.0,,FKLDPHGP_00187
group_516,,hypothetical protein,1,1,1.0,7,373,,,,336,336,336.0,DLKHCADP_00584,
group_515,,hypothetical protein,1,1,1.0,7,372,,,,336,336,336.0,DLKHCADP_00575,
group_514,,hypothetical protein,1,1,1.0,7,371,,,,339,339,339.0,DLKHCADP_00620,
xre,xre,HTH-type transcriptional regulator Xre,1,1,1.0,7,370,,,,339,339,339.0,DLKHCADP_00573,
group_513,,hypothetical protein,1,1,1.0,7,369,,,,339,339,339.0,DLKHCADP_00475,
pemK,pemK,Endoribonuclease PemK,1,1,1.0,7,366,,,,345,345,345.0,DLKHCADP_00632,
group_509,,hypothetical protein,1,1,1.0,7,361,,,,357,357,357.0,DLKHCADP_00515,
group_507,,hypothetical protein,1,1,1.0,7,358,,,,363,363,363.0,DLKHCADP_00610,
group_506,,hypothetical protein,1,1,1.0,7,357,,,,363,363,363.0,DLKHCADP_00504,
group_504,,hypothetical protein,1,1,1.0,7,355,,,,369,369,369.0,DLKHCADP_01924,
group_503,,hypothetical protein,1,1,1.0,7,354,,,,369,369,369.0,DLKHCADP_01919,
group_502,,hypothetical protein,1,1,1.0,7,353,,,,372,372,372.0,DLKHCADP_00621,
group_501,,hypothetical protein,1,1,1.0,7,352,,,,372,372,372.0,DLKHCADP_00517,
group_498,,hypothetical protein,1,1,1.0,7,348,,,,381,381,381.0,DLKHCADP_00514,
group_497,,hypothetical protein,1,1,1.0,7,347,,,,384,384,384.0,DLKHCADP_00473,
group_496,,hypothetical protein,1,1,1.0,7,346,,,,390,390,390.0,DLKHCADP_00609,
group_495,,hypothetical protein,1,1,1.0,7,345,,,,390,390,390.0,DLKHCADP_00526,
group_494,,hypothetical protein,1,1,1.0,7,344,,,,393,393,393.0,DLKHCADP_00629,
group_493,,hypothetical protein,1,1,1.0,7,343,,,,402,402,402.0,,FKLDPHGP_00086
group_491,,hypothetical protein,1,1,1.0,7,340,,,,402,402,402.0,DLKHCADP_00474,
group_490,,hypothetical protein,1,1,1.0,7,339,,,,408,408,408.0,DLKHCADP_00612,
group_489,,hypothetical protein,1,1,1.0,7,338,,,,408,408,408.0,DLKHCADP_00476,
group_487,,hypothetical protein,1,1,1.0,7,336,,,,420,420,420.0,DLKHCADP_00627,
group_486,,hypothetical protein,1,1,1.0,7,335,,,,420,420,420.0,DLKHCADP_00616,
group_483,,hypothetical protein,1,1,1.0,7,331,,,,435,435,435.0,DLKHCADP_00611,
group_482,rhaS_1,HTH-type transcriptional activator RhaS,1,1,1.0,7,330,,,,438,438,438.0,,FKLDPHGP_00087
group_480,,hypothetical protein,1,1,1.0,7,327,,,,438,438,438.0,DLKHCADP_00528,
group_475,,hypothetical protein,1,1,1.0,7,322,,,,447,447,447.0,DLKHCADP_00482,
group_474,,hypothetical protein,1,1,1.0,7,321,,,,450,450,450.0,DLKHCADP_01920,
group_473,,hypothetical protein,1,1,1.0,7,320,,,,453,453,453.0,DLKHCADP_00572,
group_472,,hypothetical protein,1,1,1.0,7,319,,,,453,453,453.0,DLKHCADP_00524,
group_471,,hypothetical protein,1,1,1.0,7,318,,,,462,462,462.0,DLKHCADP_00591,
xkdM,xkdM,Phage-like element PBSX protein XkdM,1,1,1.0,7,316,,,,471,471,471.0,DLKHCADP_00615,
group_470,,hypothetical protein,1,1,1.0,7,315,,,,471,471,471.0,DLKHCADP_00508,
group_469,,hypothetical protein,1,1,1.0,7,314,,,,477,477,477.0,DLKHCADP_00506,
group_468,,hypothetical protein,1,1,1.0,7,313,,,,477,477,477.0,DLKHCADP_00487,
group_467,,hypothetical protein,1,1,1.0,7,311,,,,480,480,480.0,DLKHCADP_00516,
group_465,,hypothetical protein,1,1,1.0,7,309,,,,492,492,492.0,DLKHCADP_00505,
group_463,,hypothetical protein,1,1,1.0,7,306,,,,510,510,510.0,DLKHCADP_00625,
group_461,,hypothetical protein,1,1,1.0,7,304,,,,513,513,513.0,DLKHCADP_00507,
group_460,,hypothetical protein,1,1,1.0,7,302,,,,519,519,519.0,DLKHCADP_00471,
group_458,,hypothetical protein,1,1,1.0,7,298,,,,531,531,531.0,DLKHCADP_00596,
group_457,,hypothetical protein,1,1,1.0,7,296,,,,540,540,540.0,DLKHCADP_00603,
group_456,,hypothetical protein,1,1,1.0,7,295,,,,543,543,543.0,DLKHCADP_00607,
group_455,,hypothetical protein,1,1,1.0,7,294,,,,552,552,552.0,DLKHCADP_00519,
group_452,,hypothetical protein,1,1,1.0,7,290,,,,561,561,561.0,DLKHCADP_00623,
group_450,,hypothetical protein,1,1,1.0,7,284,,,,585,585,585.0,DLKHCADP_00492,
group_447,,hypothetical protein,1,1,1.0,7,278,,,,612,612,612.0,DLKHCADP_00585,
group_446,,hypothetical protein,1,1,1.0,7,275,,,,618,618,618.0,DLKHCADP_00600,
group_444,,hypothetical protein,1,1,1.0,7,272,,,,627,627,627.0,DLKHCADP_00571,
group_440,,hypothetical protein,1,1,1.0,7,262,,,,651,651,651.0,DLKHCADP_00518,
group_439,,hypothetical protein,1,1,1.0,7,261,,,,657,657,657.0,DLKHCADP_00602,
group_437,,hypothetical protein,1,1,1.0,7,255,,,,681,681,681.0,DLKHCADP_00618,
clpP_1,clpP_1,ATP-dependent Clp protease proteolytic subunit,1,1,1.0,7,246,,,,714,714,714.0,DLKHCADP_00512,
group_432,,hypothetical protein,1,1,1.0,7,237,,,,735,735,735.0,DLKHCADP_00477,
group_431,,hypothetical protein,1,1,1.0,7,235,,,,744,744,744.0,DLKHCADP_00521,
group_429,,hypothetical protein,1,1,1.0,7,233,,,,747,747,747.0,DLKHCADP_00586,
group_428,,hypothetical protein,1,1,1.0,7,228,,,,768,768,768.0,DLKHCADP_00491,
group_426,,hypothetical protein,1,1,1.0,7,225,,,,786,786,786.0,DLKHCADP_00582,
group_421,,hypothetical protein,1,1,1.0,7,217,,,,810,810,810.0,DLKHCADP_00494,
group_413,,hypothetical protein,1,1,1.0,7,181,,,,945,945,945.0,DLKHCADP_00529,
group_412,,hypothetical protein,1,1,1.0,7,179,,,,948,948,948.0,DLKHCADP_00630,
group_411,,hypothetical protein,1,1,1.0,7,175,,,,963,963,963.0,DLKHCADP_00583,
group_410,,hypothetical protein,1,1,1.0,7,167,,,,1026,1026,1026.0,DLKHCADP_00608,
group_409,,hypothetical protein,1,1,1.0,7,165,,,,1047,1047,1047.0,DLKHCADP_00619,
xerC_2,xerC_2,Tyrosine recombinase XerC,1,1,1.0,7,160,,,,1104,1104,1104.0,DLKHCADP_00569,
group_406,,hypothetical protein,1,1,1.0,7,157,,,,1152,1152,1152.0,DLKHCADP_00622,
xerC_1,xerC_1,Tyrosine recombinase XerC,1,1,1.0,7,156,,,,1152,1152,1152.0,DLKHCADP_00470,
group_404,,hypothetical protein,1,1,1.0,7,153,,,,1188,1188,1188.0,DLKHCADP_00513,
group_403,,hypothetical protein,1,1,1.0,7,152,,,,1191,1191,1191.0,DLKHCADP_00606,
group_402,,hypothetical protein,1,1,1.0,7,151,,,,1197,1197,1197.0,DLKHCADP_00511,
group_401,,hypothetical protein,1,1,1.0,7,148,,,,1230,1230,1230.0,DLKHCADP_00604,
group_400,,hypothetical protein,1,1,1.0,7,143,,,,1269,1269,1269.0,DLKHCADP_00489,
group_399,,hypothetical protein,1,1,1.0,7,136,,,,1314,1314,1314.0,DLKHCADP_00495,
bglH_6,bglH_6,Aryl-phospho-beta-D-glucosidase BglH,1,1,1.0,7,130,,,,1341,1341,1341.0,DLKHCADP_01922,
group_395,,hypothetical protein,1,1,1.0,7,126,,,,1356,1356,1356.0,DLKHCADP_00614,
group_388,,hypothetical protein,1,1,1.0,7,115,,,,1413,1413,1413.0,DLKHCADP_00605,
group_373,,hypothetical protein,1,1,1.0,7,66,,,,129,129,129.0,DLKHCADP_00530,
group_372,,hypothetical protein,1,1,1.0,7,64,,,,1875,1875,1875.0,DLKHCADP_00509,
group_371,,hypothetical protein,1,1,1.0,7,63,,,,135,135,135.0,DLKHCADP_00577,
group_370,,hypothetical protein,1,1,1.0,7,62,,,,138,138,138.0,DLKHCADP_00570,
bglF_4,bglF_4,PTS system beta-glucoside-specific EIIBCA component,1,1,1.0,7,61,,,,1902,1902,1902.0,DLKHCADP_01921,
group_368,,hypothetical protein,1,1,1.0,7,58,,,,147,147,147.0,DLKHCADP_00579,
group_367,,hypothetical protein,1,1,1.0,7,57,,,,150,150,150.0,DLKHCADP_00486,
group_366,,hypothetical protein,1,1,1.0,7,56,,,,156,156,156.0,DLKHCADP_00510,
group_365,,hypothetical protein,1,1,1.0,7,55,,,,159,159,159.0,DLKHCADP_00589,
group_364,,hypothetical protein,1,1,1.0,7,54,,,,159,159,159.0,DLKHCADP_00481,
group_363,,hypothetical protein,1,1,1.0,7,53,,,,159,159,159.0,DLKHCADP_00480,
group_361,,hypothetical protein,1,1,1.0,7,50,,,,165,165,165.0,DLKHCADP_00483,
group_360,,hypothetical protein,1,1,1.0,7,49,,,,168,168,168.0,DLKHCADP_00595,
group_359,,hypothetical protein,1,1,1.0,7,48,,,,168,168,168.0,DLKHCADP_00479,
group_357,,hypothetical protein,1,1,1.0,7,45,,,,2073,2073,2073.0,DLKHCADP_00624,
group_354,,hypothetical protein,1,1,1.0,7,41,,,,186,186,186.0,DLKHCADP_00531,
group_353,,hypothetical protein,1,1,1.0,7,40,,,,189,189,189.0,DLKHCADP_00484,
group_352,,hypothetical protein,1,1,1.0,7,39,,,,189,189,189.0,DLKHCADP_00472,
group_351,,hypothetical protein,1,1,1.0,7,34,,,,195,195,195.0,DLKHCADP_00563,
group_350,,hypothetical protein,1,1,1.0,7,33,,,,195,195,195.0,DLKHCADP_00499,
group_349,,hypothetical protein,1,1,1.0,7,32,,,,198,198,198.0,DLKHCADP_00626,
group_346,,hypothetical protein,1,1,1.0,7,27,,,,201,201,201.0,DLKHCADP_00601,
group_345,,hypothetical protein,1,1,1.0,7,26,,,,201,201,201.0,DLKHCADP_00527,
group_344,,hypothetical protein,1,1,1.0,7,25,,,,201,201,201.0,DLKHCADP_00498,
group_342,,hypothetical protein,1,1,1.0,7,21,,,,210,210,210.0,DLKHCADP_01918,
group_340,,hypothetical protein,1,1,1.0,7,18,,,,210,210,210.0,DLKHCADP_00587,
group_339,,hypothetical protein,1,1,1.0,7,16,,,,216,216,216.0,DLKHCADP_00525,
group_338,,hypothetical protein,1,1,1.0,7,15,,,,216,216,216.0,DLKHCADP_00485,
group_337,,hypothetical protein,1,1,1.0,7,13,,,,2799,2799,2799.0,DLKHCADP_00522,
group_336,,hypothetical protein,1,1,1.0,7,12,,,,219,219,219.0,DLKHCADP_00594,
group_335,,hypothetical protein,1,1,1.0,7,10,,,,222,222,222.0,DLKHCADP_00592,
group_334,,hypothetical protein,1,1,1.0,7,9,,,,2838,2838,2838.0,DLKHCADP_00523,
group_332,,hypothetical protein,1,1,1.0,7,7,,,,225,225,225.0,DLKHCADP_00574,
group_331,,hypothetical protein,1,1,1.0,7,5,,,,3162,3162,3162.0,DLKHCADP_00617,
group_330,,hypothetical protein,1,1,1.0,7,3,,,,237,237,237.0,DLKHCADP_00500,
smc_5,smc_5,Chromosome partition protein Smc,1,1,1.0,7,1,,,,5451,5451,5451.0,DLKHCADP_00520,
agaC_1,agaC_1,N-acetylgalactosamine permease IIC component 1,1,1,1.0,6,130,,,,816,816,816.0,DLKHCADP_00918,
rpoN,rpoN,RNA polymerase sigma-54 factor,1,1,1.0,6,127,,,,1242,1242,1242.0,DLKHCADP_00922,
group_325,,hypothetical protein,1,1,1.0,6,116,,,,570,570,570.0,DLKHCADP_01207,
group_324,,hypothetical protein,1,1,1.0,6,114,,,,1329,1329,1329.0,DLKHCADP_01445,
manZ_3,manZ_3,PTS system mannose-specific EIID component,1,1,1.0,6,107,,,,855,855,855.0,DLKHCADP_00917,
group_317,,hypothetical protein,1,1,1.0,6,99,,,,585,585,585.0,,FKLDPHGP_01675
group_314,,hypothetical protein,1,1,1.0,6,94,,,,303,303,303.0,DLKHCADP_00398,
group_287,,hypothetical protein,1,1,1.0,6,35,,,,429,429,429.0,DLKHCADP_00920,
group_286,,hypothetical protein,1,1,1.0,6,34,,,,99,99,99.0,DLKHCADP_01205,
group_285,,hypothetical protein,1,1,1.0,6,33,,,,1833,1833,1833.0,,FKLDPHGP_01529
group_283,,hypothetical protein,1,1,1.0,6,31,,,,720,720,720.0,DLKHCADP_01210,
group_281,,hypothetical protein,1,1,1.0,6,27,,,,735,735,735.0,DLKHCADP_01209,
yidA_2,yidA_2,Sugar phosphatase YidA,1,1,1.0,6,20,,,,756,756,756.0,DLKHCADP_01449,
group_278,,hypothetical protein,1,1,1.0,6,18,,,,459,459,459.0,DLKHCADP_01206,
natA,natA,ABC transporter ATP-binding protein NatA,1,1,1.0,6,12,,,,771,771,771.0,DLKHCADP_01208,
norR,norR,Anaerobic nitric oxide reductase transcription regulator NorR,1,1,1.0,6,7,,,,2547,2547,2547.0,DLKHCADP_00921,
chbG,chbG,Chitooligosaccharide deacetylase,1,1,1.0,6,6,,,,789,789,789.0,DLKHCADP_00916,
group_276,,putative phosphotransferase enzyme IIB component,1,1,1.0,6,5,,,,495,495,495.0,DLKHCADP_00919,
group_275,,hypothetical protein,1,1,1.0,6,4,,,,795,795,795.0,DLKHCADP_00912,
group_274,,hypothetical protein,1,1,1.0,6,3,,,,1188,1188,1188.0,DLKHCADP_00403,
pglK,pglK,Protein glycosylation K,1,1,1.0,3,20,,,,1635,1635,1635.0,,FKLDPHGP_01710
glyA_2,glyA_2,Serine hydroxymethyltransferase,1,1,1.0,2,101,,,,615,615,615.0,DLKHCADP_01419,
group_215,,hypothetical protein,1,1,1.0,2,77,,,,384,384,384.0,DLKHCADP_00196,
metG_2,metG_2,Methionine--tRNA ligase,1,1,1.0,2,38,,,,153,153,153.0,DLKHCADP_00359,
group_193,,IS256 family transposase IS1201,1,1,1.0,2,30,,,,459,459,459.0,DLKHCADP_00234,
group_183,,hypothetical protein,1,1,1.0,2,8,,,,231,231,231.0,DLKHCADP_01378,
group_179,,hypothetical protein,1,1,1.0,1,403,,,,261,261,261.0,DLKHCADP_01779,
group_176,,hypothetical protein,1,1,1.0,1,399,,,,273,273,273.0,DLKHCADP_01783,
