Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_paragasseri__UMB0056__GCA_002884735.1,Lactobacillus_paragasseri__UMB5640__GCA_030216965.1,Lactobacillus_paragasseri__UMB6357__GCA_030216895.1
group_37,,hypothetical protein,2,2,1.0,2,60,,,,405,405,405.0,,KGGMHOKE_00913,JPPLDLFD_00906
group_26,,hypothetical protein,2,2,1.0,2,38,,,,426,426,426.0,,KGGMHOKE_00920,JPPLDLFD_00901
group_21,,hypothetical protein,2,2,1.0,2,27,,,,432,432,432.0,CHONFCMC_00082,KGGMHOKE_01615,
group_9,,hypothetical protein,2,2,1.0,1,24,,,,153,360,256.5,,KGGMHOKE_01554,JPPLDLFD_01290
group_895,,hypothetical protein,1,1,1.0,17,1,,,,720,720,720.0,,KGGMHOKE_01394,
melR,melR,Melibiose operon regulatory protein,1,1,1.0,16,3,,,,837,837,837.0,,KGGMHOKE_01193,
group_894,,Beta-xylosidase,1,1,1.0,16,2,,,,2217,2217,2217.0,,KGGMHOKE_01191,
gmuC_2,gmuC_2,PTS system oligo-beta-mannoside-specific EIIC component,1,1,1.0,16,1,,,,1272,1272,1272.0,,KGGMHOKE_01192,
simA,simA,6-phospho-alpha-glucosidase 1,1,1,1.0,14,94,,,,1344,1344,1344.0,,,JPPLDLFD_00238
malP_2,malP_2,PTS system maltose-specific EIICB component,1,1,1.0,14,93,,,,234,234,234.0,,,JPPLDLFD_00237
gatA_1,gatA_1,PTS system galactitol-specific EIIA component,1,1,1.0,14,92,,,,459,459,459.0,,KGGMHOKE_00101,
group_889,,hypothetical protein,1,1,1.0,14,90,,,,474,474,474.0,,KGGMHOKE_00106,
group_885,gatC_1,PTS system galactitol-specific EIIC component,1,1,1.0,14,84,,,,1386,1386,1386.0,,KGGMHOKE_00103,
lacC,lacC,Tagatose-6-phosphate kinase,1,1,1.0,14,83,,,,954,954,954.0,,KGGMHOKE_00099,
crr,crr,PTS system glucose-specific EIIA component,1,1,1.0,14,81,,,,492,492,492.0,,,JPPLDLFD_00233
group_882,,hypothetical protein,1,1,1.0,14,77,,,,270,270,270.0,,KGGMHOKE_00104,
group_880,,hypothetical protein,1,1,1.0,14,73,,,,510,510,510.0,,,JPPLDLFD_00234
group_878,lacR_1,Lactose phosphotransferase system repressor,1,1,1.0,14,70,,,,753,753,753.0,,KGGMHOKE_00100,
mtnB,mtnB,Methylthioribulose-1-phosphate dehydratase,1,1,1.0,14,63,,,,774,774,774.0,,KGGMHOKE_00105,
dacA_1,dacA_1,D-alanyl-D-alanine carboxypeptidase DacA,1,1,1.0,14,59,,,,546,546,546.0,,,JPPLDLFD_00634
group_870,,hypothetical protein,1,1,1.0,14,55,,,,321,321,321.0,,KGGMHOKE_00102,
malP_1,malP_1,PTS system maltose-specific EIICB component,1,1,1.0,14,54,,,,1626,1626,1626.0,,,JPPLDLFD_00236
glvR_1,glvR_1,HTH-type transcriptional regulator GlvR,1,1,1.0,14,52,,,,810,810,810.0,,,JPPLDLFD_00235
group_867,yidA_1,Sugar phosphatase YidA,1,1,1.0,14,49,,,,819,819,819.0,,KGGMHOKE_00098,
group_853,,hypothetical protein,1,1,1.0,14,23,,,,174,174,174.0,,,JPPLDLFD_01034
group_842,,hypothetical protein,1,1,1.0,14,5,,,,1332,1332,1332.0,,,JPPLDLFD_00633
group_841,,hypothetical protein,1,1,1.0,14,4,,,,7350,7350,7350.0,CHONFCMC_01769,,
group_828,,hypothetical protein,1,1,1.0,12,1,,,,1542,1542,1542.0,CHONFCMC_01716,,
group_822,,hypothetical protein,1,1,1.0,11,84,,,,471,471,471.0,,,JPPLDLFD_01519
group_818,,hypothetical protein,1,1,1.0,11,77,,,,276,276,276.0,,,JPPLDLFD_01520
group_816,,hypothetical protein,1,1,1.0,11,71,,,,516,516,516.0,,,JPPLDLFD_01521
group_801,,hypothetical protein,1,1,1.0,11,25,,,,645,645,645.0,,,JPPLDLFD_01516
group_798,,hypothetical protein,1,1,1.0,11,15,,,,192,192,192.0,,,JPPLDLFD_01518
group_791,vmlR_2,Ribosome protection protein VmlR,1,1,1.0,11,2,,,,693,693,693.0,,,JPPLDLFD_01517
group_778,,hypothetical protein,1,1,1.0,10,5,,,,4563,4563,4563.0,CHONFCMC_01591,,
group_775,,Putative beta-xylosidase,1,1,1.0,9,58,,,,2229,2229,2229.0,CHONFCMC_01580,,
rhaS_4,rhaS_4,HTH-type transcriptional activator RhaS,1,1,1.0,9,45,,,,828,828,828.0,CHONFCMC_01579,,
group_768,,hypothetical protein,1,1,1.0,9,44,,,,291,291,291.0,CHONFCMC_01537,,
scrB_1,scrB_1,Sucrose-6-phosphate hydrolase,1,1,1.0,9,38,,,,1530,1530,1530.0,CHONFCMC_01582,,
group_762,,hypothetical protein,1,1,1.0,9,24,,,,1176,1176,1176.0,CHONFCMC_01538,,
scrA_2,scrA_2,PTS system sucrose-specific EIIBCA component,1,1,1.0,9,20,,,,1965,1965,1965.0,CHONFCMC_01581,,
group_753,,hypothetical protein,1,1,1.0,9,1,,,,153,153,153.0,,KGGMHOKE_01135,
group_725,,hypothetical protein,1,1,1.0,8,220,,,,528,528,528.0,CHONFCMC_01423,,
group_721,,Zinc-type alcohol dehydrogenase-like protein,1,1,1.0,8,208,,,,1020,1020,1020.0,,KGGMHOKE_01304,
uup_11,uup_11,ATP-binding protein Uup,1,1,1.0,8,196,,,,1575,1575,1575.0,,KGGMHOKE_01688,
hlyB,hlyB,Alpha-hemolysin translocation ATP-binding protein HlyB,1,1,1.0,8,190,,,,1584,1584,1584.0,CHONFCMC_01414,,
uup_12,uup_12,ATP-binding protein Uup,1,1,1.0,8,189,,,,1590,1590,1590.0,,KGGMHOKE_01689,
group_712,,hypothetical protein,1,1,1.0,8,171,,,,807,807,807.0,,,JPPLDLFD_01849
yybR,yybR,putative HTH-type transcriptional regulator YybR,1,1,1.0,8,158,,,,336,336,336.0,,KGGMHOKE_01305,
azoR,azoR,FMN dependent NADH:quinone oxidoreductase,1,1,1.0,8,145,,,,582,582,582.0,CHONFCMC_01424,,
group_689,,hypothetical protein,1,1,1.0,8,112,,,,849,849,849.0,,KGGMHOKE_01699,
group_674,,hypothetical protein,1,1,1.0,8,70,,,,411,411,411.0,,,JPPLDLFD_01809
group_670,,hypothetical protein,1,1,1.0,8,61,,,,417,417,417.0,,,JPPLDLFD_01655
eno,eno,Enolase,1,1,1.0,8,43,,,,1287,1287,1287.0,,KGGMHOKE_01293,
group_657,,hypothetical protein,1,1,1.0,8,29,,,,210,210,210.0,,,JPPLDLFD_01654
group_639,,hypothetical protein,1,1,1.0,7,175,,,,1356,1356,1356.0,,,JPPLDLFD_00008
group_635,,hypothetical protein,1,1,1.0,7,159,,,,261,261,261.0,,KGGMHOKE_00250,
sorB,sorB,PTS system sorbose-specific EIIB component,1,1,1.0,7,156,,,,492,492,492.0,,,JPPLDLFD_01577
rbsR,rbsR,Ribose operon repressor,1,1,1.0,7,149,,,,981,981,981.0,,,JPPLDLFD_01582
group_630,bglA_1,6-phospho-beta-glucosidase BglA,1,1,1.0,7,145,,,,1455,1455,1455.0,CHONFCMC_01147,,
group_629,licC_3,Lichenan permease IIC component,1,1,1.0,7,142,,,,1458,1458,1458.0,,,JPPLDLFD_01596
group_625,yfeW,Putative D-alanyl-D-alanine carboxypeptidase,1,1,1.0,7,133,,,,1017,1017,1017.0,,,JPPLDLFD_01597
group_622,,hypothetical protein,1,1,1.0,7,125,,,,549,549,549.0,,KGGMHOKE_00259,
group_621,,hypothetical protein,1,1,1.0,7,124,,,,795,795,795.0,,,JPPLDLFD_01593
mupG_2,mupG_2,6-phospho-N-acetylmuramidase,1,1,1.0,7,111,,,,1092,1092,1092.0,,,JPPLDLFD_01594
agaC,agaC,N-acetylgalactosamine permease IIC component 1,1,1,1.0,7,102,,,,825,825,825.0,,,JPPLDLFD_01578
group_608,,hypothetical protein,1,1,1.0,7,101,,,,345,345,345.0,,,JPPLDLFD_01630
group_603,manZ_2,PTS system mannose-specific EIID component,1,1,1.0,7,92,,,,834,834,834.0,,,JPPLDLFD_01579
bglF_5,bglF_5,PTS system beta-glucoside-specific EIIBCA component,1,1,1.0,7,76,,,,1899,1899,1899.0,,KGGMHOKE_01810,
group_595,,hypothetical protein,1,1,1.0,7,68,,,,129,129,129.0,,KGGMHOKE_00225,
group_590,,hypothetical protein,1,1,1.0,7,59,,,,858,858,858.0,,,JPPLDLFD_00038
ramC,ramC,putative SapB synthase,1,1,1.0,7,57,,,,1212,1212,1212.0,,KGGMHOKE_00226,
group_587,,hypothetical protein,1,1,1.0,7,50,,,,2205,2205,2205.0,,,JPPLDLFD_01581
group_576,,hypothetical protein,1,1,1.0,7,32,,,,417,417,417.0,,,JPPLDLFD_01580
murK_2,murK_2,N-acetylmuramic acid/N-acetylglucosamine kinase,1,1,1.0,7,31,,,,885,885,885.0,,,JPPLDLFD_01595
group_575,,hypothetical protein,1,1,1.0,7,30,,,,1260,1260,1260.0,,KGGMHOKE_00227,
group_568,,hypothetical protein,1,1,1.0,7,17,,,,2955,2955,2955.0,CHONFCMC_01222,,
licC_2,licC_2,Lichenan permease IIC component,1,1,1.0,7,12,,,,1305,1305,1305.0,CHONFCMC_01146,,
group_559,,hypothetical protein,1,1,1.0,7,2,,,,11058,11058,11058.0,CHONFCMC_01221,,
galE_1,galE_1,UDP-glucose 4-epimerase,1,1,1.0,5,1,,,,993,993,993.0,CHONFCMC_01067,,
group_530,,hypothetical protein,1,1,1.0,3,206,,,,459,459,459.0,,KGGMHOKE_01364,
deoC2,deoC2,Deoxyribose-phosphate aldolase 2,1,1,1.0,3,200,,,,714,714,714.0,CHONFCMC_00961,,
group_527,,hypothetical protein,1,1,1.0,3,198,,,,1371,1371,1371.0,,KGGMHOKE_01348,
btuD_2,btuD_2,Vitamin B12 import ATP-binding protein BtuD,1,1,1.0,3,194,,,,954,954,954.0,,,JPPLDLFD_01233
rbsB,rbsB,Ribose import binding protein RbsB,1,1,1.0,3,187,,,,963,963,963.0,CHONFCMC_00957,,
group_525,,hypothetical protein,1,1,1.0,3,185,,,,738,738,738.0,,KGGMHOKE_01382,
group_524,,hypothetical protein,1,1,1.0,3,184,,,,1422,1422,1422.0,,KGGMHOKE_01380,
manX_1,manX_1,PTS system mannose-specific EIIAB component,1,1,1.0,3,182,,,,504,504,504.0,CHONFCMC_00955,,
group_521,,hypothetical protein,1,1,1.0,3,178,,,,279,279,279.0,,KGGMHOKE_01354,
group_518,,hypothetical protein,1,1,1.0,3,174,,,,282,282,282.0,,KGGMHOKE_01366,
group_516,,hypothetical protein,1,1,1.0,3,172,,,,519,519,519.0,,KGGMHOKE_01377,
group_515,,hypothetical protein,1,1,1.0,3,171,,,,285,285,285.0,,,JPPLDLFD_00758
group_511,,hypothetical protein,1,1,1.0,3,164,,,,765,765,765.0,,,JPPLDLFD_01232
ygeX,ygeX,Diaminopropionate ammonia-lyase,1,1,1.0,3,163,,,,288,288,288.0,,KGGMHOKE_01426,
group_509,,hypothetical protein,1,1,1.0,3,156,,,,543,543,543.0,,KGGMHOKE_01362,
group_508,,hypothetical protein,1,1,1.0,3,154,,,,303,303,303.0,,KGGMHOKE_01372,
group_507,,hypothetical protein,1,1,1.0,3,152,,,,1035,1035,1035.0,,KGGMHOKE_01383,
group_506,,hypothetical protein,1,1,1.0,3,150,,,,309,309,309.0,CHONFCMC_00952,,
group_504,,hypothetical protein,1,1,1.0,3,145,,,,1599,1599,1599.0,,KGGMHOKE_01358,
group_503,,hypothetical protein,1,1,1.0,3,144,,,,1641,1641,1641.0,,KGGMHOKE_01367,
group_500,,hypothetical protein,1,1,1.0,3,134,,,,1662,1662,1662.0,,KGGMHOKE_01349,
group_499,,hypothetical protein,1,1,1.0,3,131,,,,564,564,564.0,,KGGMHOKE_01368,
group_497,,hypothetical protein,1,1,1.0,3,127,,,,336,336,336.0,,KGGMHOKE_01375,
group_496,,hypothetical protein,1,1,1.0,3,120,,,,1140,1140,1140.0,,KGGMHOKE_01374,
group_490,,hypothetical protein,1,1,1.0,3,109,,,,600,600,600.0,,KGGMHOKE_01386,
manZ_2,manZ_2,PTS system mannose-specific EIID component,1,1,1.0,3,104,,,,837,837,837.0,CHONFCMC_00953,,
group_487,,hypothetical protein,1,1,1.0,3,96,,,,1179,1179,1179.0,,KGGMHOKE_01355,
group_485,,hypothetical protein,1,1,1.0,3,93,,,,1179,1179,1179.0,,KGGMHOKE_01347,
group_484,,hypothetical protein,1,1,1.0,3,92,,,,621,621,621.0,,KGGMHOKE_01360,
group_481,mod,Type III restriction-modification enzyme StyLTI Mod subunit,1,1,1.0,3,89,,,,1953,1953,1953.0,,,JPPLDLFD_00744
group_479,,hypothetical protein,1,1,1.0,3,87,,,,1971,1971,1971.0,,KGGMHOKE_01385,
group_478,,hypothetical protein,1,1,1.0,3,86,,,,627,627,627.0,,KGGMHOKE_01424,
group_476,,hypothetical protein,1,1,1.0,3,84,,,,384,384,384.0,,KGGMHOKE_01353,
mod,mod,Type III restriction-modification enzyme StyLTI Mod subunit,1,1,1.0,3,83,,,,2016,2016,2016.0,,KGGMHOKE_01391,
group_474,,hypothetical protein,1,1,1.0,3,78,,,,1203,1203,1203.0,,KGGMHOKE_01365,
group_471,,hypothetical protein,1,1,1.0,3,75,,,,396,396,396.0,,KGGMHOKE_01369,
group_470,,hypothetical protein,1,1,1.0,3,73,,,,150,150,150.0,,KGGMHOKE_01350,
group_468,,hypothetical protein,1,1,1.0,3,70,,,,153,153,153.0,,KGGMHOKE_01373,
group_467,,hypothetical protein,1,1,1.0,3,67,,,,861,861,861.0,CHONFCMC_00954,,
group_465,,hypothetical protein,1,1,1.0,3,60,,,,405,405,405.0,,KGGMHOKE_01425,
group_464,,hypothetical protein,1,1,1.0,3,59,,,,1227,1227,1227.0,,KGGMHOKE_01361,
group_463,,hypothetical protein,1,1,1.0,3,56,,,,1236,1236,1236.0,,KGGMHOKE_01379,
group_459,,hypothetical protein,1,1,1.0,3,50,,,,414,414,414.0,,KGGMHOKE_01352,
group_458,,hypothetical protein,1,1,1.0,3,48,,,,1242,1242,1242.0,,KGGMHOKE_01371,
group_457,,hypothetical protein,1,1,1.0,3,47,,,,879,879,879.0,,KGGMHOKE_01351,
group_456,,hypothetical protein,1,1,1.0,3,46,,,,1242,1242,1242.0,CHONFCMC_00960,,
group_453,,hypothetical protein,1,1,1.0,3,38,,,,1266,1266,1266.0,,KGGMHOKE_01357,
group_452,,hypothetical protein,1,1,1.0,3,37,,,,423,423,423.0,CHONFCMC_00951,,
group_451,,hypothetical protein,1,1,1.0,3,36,,,,426,426,426.0,,,JPPLDLFD_01234
group_447,,putative HTH-type transcriptional regulator,1,1,1.0,3,29,,,,435,435,435.0,,,JPPLDLFD_01235
clpP_2,clpP_2,ATP-dependent Clp protease proteolytic subunit,1,1,1.0,3,24,,,,672,672,672.0,,KGGMHOKE_01356,
group_445,,hypothetical protein,1,1,1.0,3,23,,,,675,675,675.0,,KGGMHOKE_01370,
group_444,,hypothetical protein,1,1,1.0,3,22,,,,207,207,207.0,,KGGMHOKE_01359,
group_443,,hypothetical protein,1,1,1.0,3,21,,,,207,207,207.0,,KGGMHOKE_01376,
lnrK,lnrK,Transcriptional regulatory protein LnrK,1,1,1.0,3,19,,,,675,675,675.0,CHONFCMC_00959,,
group_441,,hypothetical protein,1,1,1.0,3,16,,,,3348,3348,3348.0,,KGGMHOKE_01384,
group_440,,hypothetical protein,1,1,1.0,3,15,,,,1305,1305,1305.0,CHONFCMC_00958,,
group_439,,hypothetical protein,1,1,1.0,3,12,,,,444,444,444.0,CHONFCMC_00956,,
group_437,,hypothetical protein,1,1,1.0,3,8,,,,1317,1317,1317.0,,KGGMHOKE_01378,
group_436,,hypothetical protein,1,1,1.0,3,7,,,,219,219,219.0,,KGGMHOKE_01381,
group_435,,hypothetical protein,1,1,1.0,3,1,,,,453,453,453.0,,KGGMHOKE_01363,
group_433,,hypothetical protein,1,1,1.0,2,945,,,,453,453,453.0,CHONFCMC_00170,,
group_431,,hypothetical protein,1,1,1.0,2,941,,,,462,462,462.0,CHONFCMC_00190,,
group_429,,hypothetical protein,1,1,1.0,2,938,,,,468,468,468.0,CHONFCMC_00457,,
xkdM,xkdM,Phage-like element PBSX protein XkdM,1,1,1.0,2,936,,,,471,471,471.0,CHONFCMC_00210,,
group_427,,hypothetical protein,1,1,1.0,2,930,,,,480,480,480.0,CHONFCMC_00454,,
group_426,,hypothetical protein,1,1,1.0,2,929,,,,483,483,483.0,,KGGMHOKE_00737,
group_425,,hypothetical protein,1,1,1.0,2,927,,,,486,486,486.0,,KGGMHOKE_00733,
levE_1,levE_1,PTS system fructose-specific EIIB component,1,1,1.0,2,924,,,,501,501,501.0,,KGGMHOKE_00049,
group_422,,hypothetical protein,1,1,1.0,2,920,,,,504,504,504.0,CHONFCMC_00198,,
group_421,,hypothetical protein,1,1,1.0,2,918,,,,510,510,510.0,CHONFCMC_00220,,
group_414,,hypothetical protein,1,1,1.0,2,906,,,,531,531,531.0,CHONFCMC_00195,,
group_409,,hypothetical protein,1,1,1.0,2,893,,,,555,555,555.0,CHONFCMC_00202,,
group_407,,hypothetical protein,1,1,1.0,2,890,,,,561,561,561.0,CHONFCMC_00218,,
group_406,,hypothetical protein,1,1,1.0,2,889,,,,561,561,561.0,CHONFCMC_00169,,
maa_2,maa_2,Maltose O-acetyltransferase,1,1,1.0,2,887,,,,567,567,567.0,,KGGMHOKE_00736,
group_403,,hypothetical protein,1,1,1.0,2,882,,,,573,573,573.0,CHONFCMC_00574,,
group_398,,hypothetical protein,1,1,1.0,2,867,,,,612,612,612.0,CHONFCMC_00197,,
group_392,cla-er,CLA biosynthesis enone reductase,1,1,1.0,2,848,,,,645,645,645.0,,KGGMHOKE_00633,
kdgA,kdgA,2-dehydro-3-deoxy-phosphogluconate aldolase,1,1,1.0,2,845,,,,648,648,648.0,,KGGMHOKE_00044,
group_390,,hypothetical protein,1,1,1.0,2,844,,,,648,648,648.0,CHONFCMC_00572,,
glnP_2,glnP_2,Glutamine transport system permease protein GlnP,1,1,1.0,2,838,,,,660,660,660.0,,,JPPLDLFD_00280
rfbP,rfbP,Undecaprenyl-phosphate galactose phosphotransferase,1,1,1.0,2,837,,,,660,660,660.0,,KGGMHOKE_00944,
group_388,,hypothetical protein,1,1,1.0,2,834,,,,666,666,666.0,,KGGMHOKE_00933,
yvdM_1,yvdM_1,Beta-phosphoglucomutase,1,1,1.0,2,831,,,,666,666,666.0,CHONFCMC_00446,,
tcyB,tcyB,L-cystine transport system permease protein TcyB,1,1,1.0,2,829,,,,678,678,678.0,,,JPPLDLFD_00281
group_385,,hypothetical protein,1,1,1.0,2,826,,,,681,681,681.0,CHONFCMC_00213,,
group_377,,hypothetical protein,1,1,1.0,2,801,,,,732,732,732.0,CHONFCMC_00168,,
artM_1,artM_1,Arginine transport ATP-binding protein ArtM,1,1,1.0,2,798,,,,741,741,741.0,,,JPPLDLFD_00282
group_374,,hypothetical protein,1,1,1.0,2,795,,,,747,747,747.0,CHONFCMC_00183,,
deoD_1,deoD_1,Purine nucleoside phosphorylase DeoD-type,1,1,1.0,2,787,,,,762,762,762.0,,KGGMHOKE_00666,
group_373,,Carbohydrate deacetylase,1,1,1.0,2,786,,,,762,762,762.0,CHONFCMC_00458,,
yiaJ,yiaJ,DNA-binding transcriptional repressor YiaJ,1,1,1.0,2,783,,,,768,768,768.0,,KGGMHOKE_00056,
group_371,,hypothetical protein,1,1,1.0,2,781,,,,774,774,774.0,,KGGMHOKE_00932,
group_370,,hypothetical protein,1,1,1.0,2,780,,,,774,774,774.0,CHONFCMC_00550,,
group_369,,hypothetical protein,1,1,1.0,2,779,,,,777,777,777.0,,KGGMHOKE_00943,
group_368,,hypothetical protein,1,1,1.0,2,777,,,,783,783,783.0,,,JPPLDLFD_00187
agaC_1,agaC_1,N-acetylgalactosamine permease IIC component 1,1,1,1.0,2,773,,,,792,792,792.0,,KGGMHOKE_00050,
fabG_1,fabG_1,3-oxoacyl-[acyl-carrier-protein] reductase FabG,1,1,1.0,2,770,,,,795,795,795.0,,,JPPLDLFD_00992
group_365,,Putative phosphatase,1,1,1.0,2,768,,,,795,795,795.0,CHONFCMC_00135,,
murR_2,murR_2,HTH-type transcriptional regulator MurR,1,1,1.0,2,766,,,,798,798,798.0,,KGGMHOKE_00735,
group_361,,hypothetical protein,1,1,1.0,2,759,,,,813,813,813.0,,KGGMHOKE_00877,
group_360,,hypothetical protein,1,1,1.0,2,758,,,,813,813,813.0,,KGGMHOKE_00055,
group_359,manZ_1,PTS system mannose-specific EIID component,1,1,1.0,2,755,,,,819,819,819.0,,KGGMHOKE_00051,
group_352,,hypothetical protein,1,1,1.0,2,744,,,,822,822,822.0,CHONFCMC_00177,,
rhaS_3,rhaS_3,HTH-type transcriptional activator RhaS,1,1,1.0,2,741,,,,825,825,825.0,,KGGMHOKE_01586,
kduD,kduD,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,1,1,1.0,2,736,,,,828,828,828.0,,KGGMHOKE_00046,
bglG,bglG,Cryptic beta-glucoside bgl operon antiterminator,1,1,1.0,2,715,,,,837,837,837.0,CHONFCMC_00455,,
axeA1,axeA1,Acetylxylan esterase,1,1,1.0,2,711,,,,840,840,840.0,,KGGMHOKE_01584,
group_331,,hypothetical protein,1,1,1.0,2,702,,,,843,843,843.0,,KGGMHOKE_00588,
licT_3,licT_3,Transcription antiterminator LicT,1,1,1.0,2,693,,,,846,846,846.0,,KGGMHOKE_00635,
kduI1,kduI1,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1,1,1,1.0,2,691,,,,846,846,846.0,,KGGMHOKE_00047,
group_323,,hypothetical protein,1,1,1.0,2,681,,,,852,852,852.0,,KGGMHOKE_00842,
glnH_3,glnH_3,ABC transporter glutamine-binding protein GlnH,1,1,1.0,2,676,,,,852,852,852.0,,,JPPLDLFD_00283
group_310,,hypothetical protein,1,1,1.0,2,654,,,,861,861,861.0,CHONFCMC_00176,,
ybbH_2,ybbH_2,putative HTH-type transcriptional regulator YbbH,1,1,1.0,2,631,,,,885,885,885.0,,KGGMHOKE_01579,
group_283,,hypothetical protein,1,1,1.0,2,597,,,,900,900,900.0,,KGGMHOKE_00624,
bglF_2,bglF_2,PTS system beta-glucoside-specific EIIBCA component,1,1,1.0,2,594,,,,900,900,900.0,CHONFCMC_00456,,
group_281,,hypothetical protein,1,1,1.0,2,588,,,,909,909,909.0,,KGGMHOKE_00939,
group_272,,hypothetical protein,1,1,1.0,2,568,,,,921,921,921.0,CHONFCMC_00178,,
xerC_4,xerC_4,Tyrosine recombinase XerC,1,1,1.0,2,547,,,,936,936,936.0,,,JPPLDLFD_00942
cah,cah,Cephalosporin-C deacetylase,1,1,1.0,2,533,,,,948,948,948.0,,KGGMHOKE_01585,
group_258,,hypothetical protein,1,1,1.0,2,530,,,,948,948,948.0,CHONFCMC_00225,,
group_257,,hypothetical protein,1,1,1.0,2,529,,,,951,951,951.0,,KGGMHOKE_00931,
group_255,,hypothetical protein,1,1,1.0,2,527,,,,954,954,954.0,,KGGMHOKE_00935,
group_250,,hypothetical protein,1,1,1.0,2,506,,,,975,975,975.0,CHONFCMC_00652,,
iolU_1,iolU_1,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,1,1,1.0,2,505,,,,978,978,978.0,,KGGMHOKE_00738,
kdgK,kdgK,2-dehydro-3-deoxygluconokinase,1,1,1.0,2,503,,,,978,978,978.0,,KGGMHOKE_00045,
group_235,,hypothetical protein,1,1,1.0,2,471,,,,1008,1008,1008.0,CHONFCMC_00650,,
rhaR_2,rhaR_2,HTH-type transcriptional activator RhaR,1,1,1.0,2,467,,,,1011,1011,1011.0,CHONFCMC_00450,,
group_224,,hypothetical protein,1,1,1.0,2,439,,,,1047,1047,1047.0,CHONFCMC_00214,,
group_221,,hypothetical protein,1,1,1.0,2,432,,,,1056,1056,1056.0,CHONFCMC_00203,,
group_220,,hypothetical protein,1,1,1.0,2,430,,,,1065,1065,1065.0,,,JPPLDLFD_01020
epsF_1,epsF_1,Putative glycosyltransferase EpsF,1,1,1.0,2,416,,,,1098,1098,1098.0,,KGGMHOKE_00940,
xerC_1,xerC_1,Tyrosine recombinase XerC,1,1,1.0,2,411,,,,1104,1104,1104.0,CHONFCMC_00166,,
epsF_3,epsF_3,Putative glycosyltransferase EpsF,1,1,1.0,2,410,,,,1107,1107,1107.0,,KGGMHOKE_00942,
rhaS_2,rhaS_2,HTH-type transcriptional activator RhaS,1,1,1.0,2,409,,,,1107,1107,1107.0,CHONFCMC_00441,,
glf,glf,UDP-galactopyranose mutase,1,1,1.0,2,408,,,,1113,1113,1113.0,,KGGMHOKE_00937,
group_208,,hypothetical protein,1,1,1.0,2,403,,,,1113,1113,1113.0,,KGGMHOKE_00879,
oppA_4~~~oppA_1,oppA_4;oppA_1,Oligopeptide-binding protein OppA,1,1,1.0,2,402,,,,750,1224,987.0,,KGGMHOKE_00473,
group_204,,hypothetical protein,1,1,1.0,2,397,,,,1125,1125,1125.0,,,JPPLDLFD_00673
epsF_2,epsF_2,Putative glycosyltransferase EpsF,1,1,1.0,2,396,,,,1125,1125,1125.0,,KGGMHOKE_00941,
group_200,,hypothetical protein,1,1,1.0,2,390,,,,1134,1134,1134.0,,,JPPLDLFD_00943
group_198,,hypothetical protein,1,1,1.0,2,387,,,,1143,1143,1143.0,CHONFCMC_00201,,
ard,ard,NADH:acrylate oxidoreductase,1,1,1.0,2,383,,,,1152,1152,1152.0,,,JPPLDLFD_01097
group_197,,hypothetical protein,1,1,1.0,2,382,,,,234,234,234.0,,,JPPLDLFD_00554
group_196,xerC_2,Tyrosine recombinase XerC,1,1,1.0,2,381,,,,1161,1161,1161.0,,,JPPLDLFD_00555
group_195,,hypothetical protein,1,1,1.0,2,380,,,,1152,1152,1152.0,CHONFCMC_00217,,
group_194,,hypothetical protein,1,1,1.0,2,379,,,,576,576,576.0,,,JPPLDLFD_00553
group_193,,hypothetical protein,1,1,1.0,2,378,,,,222,222,222.0,,,JPPLDLFD_00552
group_192,,hypothetical protein,1,1,1.0,2,377,,,,165,165,165.0,,,JPPLDLFD_00551
group_191,,hypothetical protein,1,1,1.0,2,376,,,,384,384,384.0,,,JPPLDLFD_00550
group_190,,hypothetical protein,1,1,1.0,2,375,,,,312,312,312.0,,,JPPLDLFD_00549
group_189,,hypothetical protein,1,1,1.0,2,374,,,,318,318,318.0,,,JPPLDLFD_00548
group_188,,hypothetical protein,1,1,1.0,2,373,,,,537,537,537.0,,,JPPLDLFD_00547
group_187,,hypothetical protein,1,1,1.0,2,372,,,,237,237,237.0,,,JPPLDLFD_00546
group_186,,hypothetical protein,1,1,1.0,2,371,,,,453,453,453.0,,,JPPLDLFD_00545
xerC_2,xerC_2,Tyrosine recombinase XerC,1,1,1.0,2,370,,,,1161,1161,1161.0,,,JPPLDLFD_00544
group_185,,hypothetical protein,1,1,1.0,2,369,,,,234,234,234.0,,,JPPLDLFD_00543
group_184,,hypothetical protein,1,1,1.0,2,368,,,,576,576,576.0,,,JPPLDLFD_00542
group_183,,hypothetical protein,1,1,1.0,2,367,,,,222,222,222.0,,,JPPLDLFD_00541
group_182,,hypothetical protein,1,1,1.0,2,366,,,,165,165,165.0,,,JPPLDLFD_00540
group_181,,hypothetical protein,1,1,1.0,2,365,,,,384,384,384.0,,,JPPLDLFD_00539
group_180,,hypothetical protein,1,1,1.0,2,364,,,,312,312,312.0,,,JPPLDLFD_00538
