group_167,,hypothetical protein,,MLMIAKCI_01032,AOHABJFI_00409,
fbiB,fbiB,Bifunctional F420 biosynthesis protein FbiB,HJHFJAOG_00237,,,LCPJMJGF_00302
group_152,,hypothetical protein,HJHFJAOG_01289,,AOHABJFI_01434,
group_146,,hypothetical protein,HJHFJAOG_01293,,AOHABJFI_01431,
deoD,deoD,Purine nucleoside phosphorylase DeoD-type,HJHFJAOG_00181,,,LCPJMJGF_00304
group_139,,IS256 family transposase ISLdl2,HJHFJAOG_00176,MLMIAKCI_00751,,
melA,melA,Alpha-galactosidase Mel36A,,MLMIAKCI_01136,,LCPJMJGF_01265
msmX_1,msmX_1,Oligosaccharides import ATP-binding protein MsmX,,MLMIAKCI_01135,,LCPJMJGF_01266
gtfA,gtfA,Sucrose phosphorylase,,MLMIAKCI_01137,,LCPJMJGF_01264
ngcF,ngcF,Diacetylchitobiose uptake system permease protein NgcF,,MLMIAKCI_01133,,LCPJMJGF_01268
ngcG,ngcG,Diacetylchitobiose uptake system permease protein NgcG,,MLMIAKCI_01134,,LCPJMJGF_01267
group_118,,IS110 family transposase ISLhe4,HJHFJAOG_00163,1_refound_6,,
group_88,,hypothetical protein,HJHFJAOG_00036,,AOHABJFI_01396,
group_87,,hypothetical protein,HJHFJAOG_00059,,AOHABJFI_01371,
group_86,,hypothetical protein,HJHFJAOG_00075,,AOHABJFI_01355,
group_85,,hypothetical protein,HJHFJAOG_00080,,AOHABJFI_01350,
group_84,,hypothetical protein,HJHFJAOG_00055,,AOHABJFI_01375,
group_83,,hypothetical protein,HJHFJAOG_00029,,AOHABJFI_01403,
group_82,,hypothetical protein,HJHFJAOG_00077,,AOHABJFI_01353,
group_81,,hypothetical protein,HJHFJAOG_00060,,AOHABJFI_01370,
group_80,,hypothetical protein,HJHFJAOG_00039,,AOHABJFI_01393,
group_79,,hypothetical protein,HJHFJAOG_00025,,AOHABJFI_01407,
group_77,,hypothetical protein,HJHFJAOG_00068,,AOHABJFI_01362,
group_75,,hypothetical protein,HJHFJAOG_00064,,AOHABJFI_01366,
group_74,,hypothetical protein,HJHFJAOG_00040,,AOHABJFI_01392,
group_73,,hypothetical protein,HJHFJAOG_00028,,AOHABJFI_01404,
group_72,,hypothetical protein,HJHFJAOG_00043,,AOHABJFI_01388,
group_71,,hypothetical protein,HJHFJAOG_00023,,AOHABJFI_01409,
group_69,,hypothetical protein,HJHFJAOG_00047,,AOHABJFI_01384,
group_68,,hypothetical protein,HJHFJAOG_00033,,AOHABJFI_01399,
group_67,,hypothetical protein,HJHFJAOG_00081,,AOHABJFI_01349,
group_66,,hypothetical protein,HJHFJAOG_00084,,AOHABJFI_01346,
group_65,,hypothetical protein,HJHFJAOG_00063,,AOHABJFI_01367,
group_64,,hypothetical protein,HJHFJAOG_00022,,AOHABJFI_01410,
group_62,,hypothetical protein,HJHFJAOG_00076,,AOHABJFI_01354,
group_61,,hypothetical protein,HJHFJAOG_00037,,AOHABJFI_01395,
group_60,,hypothetical protein,HJHFJAOG_00058,,AOHABJFI_01372,
group_59,,hypothetical protein,HJHFJAOG_00053,,AOHABJFI_01377,
group_58,,hypothetical protein,HJHFJAOG_00085,,AOHABJFI_01345,
group_56,,hypothetical protein,HJHFJAOG_00074,,AOHABJFI_01356,
group_55,,hypothetical protein,HJHFJAOG_00069,,AOHABJFI_01361,
group_54,,hypothetical protein,HJHFJAOG_00065,,AOHABJFI_01365,
group_53,,hypothetical protein,HJHFJAOG_00067,,AOHABJFI_01363,
group_52,,hypothetical protein,HJHFJAOG_00030,,AOHABJFI_01402,
xerC_1,xerC_1,Tyrosine recombinase XerC,HJHFJAOG_00086,,AOHABJFI_01344,
group_51,,hypothetical protein,HJHFJAOG_00052,,AOHABJFI_01378,
group_50,,hypothetical protein,HJHFJAOG_00078,,AOHABJFI_01352,
group_49,,hypothetical protein,HJHFJAOG_00079,,AOHABJFI_01351,
group_48,,hypothetical protein,HJHFJAOG_00057,,AOHABJFI_01373,
group_47,,hypothetical protein,HJHFJAOG_00019,,AOHABJFI_01413,
group_46,,hypothetical protein,HJHFJAOG_00073,,AOHABJFI_01357,
group_45,,hypothetical protein,HJHFJAOG_00041,,AOHABJFI_01391;AOHABJFI_01390,
group_44,,hypothetical protein,HJHFJAOG_00038,,AOHABJFI_01394,
group_43,,hypothetical protein,HJHFJAOG_00021,,AOHABJFI_01411,
group_42,,hypothetical protein,HJHFJAOG_00066,,AOHABJFI_01364,
group_41,,hypothetical protein,HJHFJAOG_00046,,AOHABJFI_01385,
group_40,,hypothetical protein,HJHFJAOG_00044,,AOHABJFI_01387,
group_39,,hypothetical protein,HJHFJAOG_00042,,AOHABJFI_01389,
group_38,,hypothetical protein,HJHFJAOG_00071,,AOHABJFI_01359,
group_37,,hypothetical protein,HJHFJAOG_00035,,AOHABJFI_01397,
group_36,,hypothetical protein,HJHFJAOG_00031,,AOHABJFI_01401,
group_34,,hypothetical protein,HJHFJAOG_00062,,AOHABJFI_01368,
group_33,,hypothetical protein,HJHFJAOG_00083,,AOHABJFI_01347,
group_32,,hypothetical protein,HJHFJAOG_00056,,AOHABJFI_01374,
group_31,,hypothetical protein,HJHFJAOG_00020,,AOHABJFI_01412,
group_30,,hypothetical protein,HJHFJAOG_00027,,AOHABJFI_01405,
group_29,,hypothetical protein,HJHFJAOG_00045,,AOHABJFI_01386,
group_28,,hypothetical protein,HJHFJAOG_00034,,AOHABJFI_01398,
group_27,,hypothetical protein,HJHFJAOG_00032,,AOHABJFI_01400,
group_24,,hypothetical protein,HJHFJAOG_00082,,AOHABJFI_01348,
group_23,,hypothetical protein,HJHFJAOG_00048,,AOHABJFI_01383,
group_22,,hypothetical protein,HJHFJAOG_00024,,AOHABJFI_01408,
oppA_2,oppA_2,Oligopeptide-binding protein OppA,HJHFJAOG_00734,MLMIAKCI_01922,,
group_21,,hypothetical protein,HJHFJAOG_00054,,AOHABJFI_01376,
group_20,,hypothetical protein,HJHFJAOG_00070,,AOHABJFI_01360,
group_18,,hypothetical protein,HJHFJAOG_00061,,AOHABJFI_01369,
group_16,,hypothetical protein,HJHFJAOG_00072,,AOHABJFI_01358,
group_15,,hypothetical protein,HJHFJAOG_00026,,AOHABJFI_01406,
group_13,,hypothetical protein,HJHFJAOG_00014,,2_refound_21_pseudo,
group_9,,hypothetical protein,HJHFJAOG_00013,,AOHABJFI_00474,
group_4,,hypothetical protein,HJHFJAOG_00012,MLMIAKCI_02039,,
group_1378,,hypothetical protein,,,,LCPJMJGF_02011
group_1377,,hypothetical protein,,,,LCPJMJGF_02012
group_1376,,hypothetical protein,,,,LCPJMJGF_01749
group_1375,,hypothetical protein,,,,LCPJMJGF_01750
group_1374,,hypothetical protein,,,,LCPJMJGF_01176
group_1373,,hypothetical protein,,,,LCPJMJGF_01175
group_1372,,hypothetical protein,,,,LCPJMJGF_01166
yybR,yybR,putative HTH-type transcriptional regulator YybR,,,,LCPJMJGF_01167
group_1371,,hypothetical protein,,,,LCPJMJGF_01165
ogt,ogt,Methylated-DNA--protein-cysteine methyltransferase,,,,LCPJMJGF_01169
group_1370,,Zinc-type alcohol dehydrogenase-like protein,,,,LCPJMJGF_01168
group_1369,,hypothetical protein,,,,LCPJMJGF_01007
group_1368,,hypothetical protein,,,,LCPJMJGF_00893
group_1367,,hypothetical protein,,,,LCPJMJGF_00894
group_1366,,hypothetical protein,,,,LCPJMJGF_00874
group_1365,,hypothetical protein,,,,LCPJMJGF_00872
group_1364,,hypothetical protein,,,,LCPJMJGF_00873
aroD,aroD,3-dehydroquinate dehydratase,,,,LCPJMJGF_00395
aroE,aroE,Shikimate dehydrogenase (NADP(+)),,,,LCPJMJGF_00393
ydiM_1,ydiM_1,Inner membrane transport protein YdiM,,,,LCPJMJGF_00391
group_1362,menH_2,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,,,,LCPJMJGF_00399
ydiM_2,ydiM_2,Inner membrane transport protein YdiM,,,,LCPJMJGF_00394
ydiM_4,ydiM_4,Inner membrane transport protein YdiM,,,,LCPJMJGF_00401
gltC,gltC,Transcriptional dual regulator GltC,,,,LCPJMJGF_00392
vprA_1,vprA_1,Vinyl phenol reductase,,,,LCPJMJGF_00402
group_1361,urdA_2,Urocanate reductase,,,,LCPJMJGF_00397
group_1360,steT_1,Serine/threonine exchanger SteT,,,,LCPJMJGF_00403
rutD_1,rutD_1,Putative carbamate hydrolase RutD,,,,LCPJMJGF_00400
ydiM_3,ydiM_3,Inner membrane transport protein YdiM,,,,LCPJMJGF_00398
group_1359,,hypothetical protein,,,,LCPJMJGF_00396
group_1358,,hypothetical protein,,,,LCPJMJGF_00286
group_1357,,hypothetical protein,,,,LCPJMJGF_00301
group_1356,,hypothetical protein,,,,LCPJMJGF_00294
group_1355,,hypothetical protein,,,,LCPJMJGF_00296
group_1354,,hypothetical protein,,,,LCPJMJGF_00284
group_1353,,hypothetical protein,,,,LCPJMJGF_00291
group_1352,,hypothetical protein,,,,LCPJMJGF_00297
group_1351,,hypothetical protein,,,,LCPJMJGF_00287
group_1350,,hypothetical protein,,,,LCPJMJGF_00300
group_1349,,hypothetical protein,,,,LCPJMJGF_00285
group_1348,,hypothetical protein,,,,LCPJMJGF_00292
group_1347,,hypothetical protein,,,,LCPJMJGF_00295
group_1346,,hypothetical protein,,,,LCPJMJGF_00283
group_1345,ptpB_1,Triple specificity protein phosphatase PtpB,,,,LCPJMJGF_00288
group_1344,menH_1,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,,,,LCPJMJGF_00293
group_1343,,IS982 family transposase ISLhe5,,,,LCPJMJGF_00298
glsA1,glsA1,Glutaminase 1,,,,LCPJMJGF_00289
group_1342,,IS982 family transposase ISLhe7,,,,LCPJMJGF_00299
group_1341,,hypothetical protein,,,,LCPJMJGF_00290
group_1340,,hypothetical protein,,,,LCPJMJGF_00281
group_1339,uup_2,ATP-binding protein Uup,,,,LCPJMJGF_00195
group_1338,,putative ABC transporter ATP-binding/permease protein,,,,LCPJMJGF_00196
group_1337,,hypothetical protein,,,,LCPJMJGF_00180
rclA,rclA,putative pyridine nucleotide-disulfide oxidoreductase RclA,,,,LCPJMJGF_00178
group_1336,,IS256 family transposase IS1201,,,AOHABJFI_01859,
group_1335,,hypothetical protein,,,AOHABJFI_01860,
group_1332,,hypothetical protein,,,AOHABJFI_01264,
group_1321,,hypothetical protein,,MLMIAKCI_01591,,
group_1320,,hypothetical protein,,MLMIAKCI_01593,,
group_1319,,hypothetical protein,,MLMIAKCI_01592,,
group_1318,,hypothetical protein,,,AOHABJFI_00674,
group_1316,,hypothetical protein,,,AOHABJFI_00670,
group_1314,,hypothetical protein,,,AOHABJFI_00664,
group_1312,,hypothetical protein,,,AOHABJFI_00671,
group_1310,,hypothetical protein,,,AOHABJFI_00668,
group_1308,,hypothetical protein,,,AOHABJFI_00676,
group_1305,,hypothetical protein,,,AOHABJFI_00672,
group_1303,,hypothetical protein,,,AOHABJFI_00673,
group_1297,,hypothetical protein,,,AOHABJFI_00667,
group_1296,,hypothetical protein,,,AOHABJFI_00675,
group_1295,,hypothetical protein,,,AOHABJFI_00666,
group_1291,,hypothetical protein,,,AOHABJFI_00665,
group_1285,,hypothetical protein,,,AOHABJFI_00669,
group_1252,,hypothetical protein,,,,LCPJMJGF_01192
group_1250,,hypothetical protein,,MLMIAKCI_01602,,
group_1239,,hypothetical protein,,MLMIAKCI_01600,,
group_1234,,hypothetical protein,,,,LCPJMJGF_01200
group_1210,,hypothetical protein,,,,LCPJMJGF_01204
group_1206,,hypothetical protein,,MLMIAKCI_01601,,
group_1201,,hypothetical protein,,MLMIAKCI_00753,,
group_1199,,hypothetical protein,,,AOHABJFI_00391,
group_1195,,hypothetical protein,,,AOHABJFI_00389,
group_1193,,hypothetical protein,,,AOHABJFI_00387,
group_1192,,hypothetical protein,,MLMIAKCI_00754,,
group_1185,,hypothetical protein,,MLMIAKCI_00773,,
group_1184,,hypothetical protein,,MLMIAKCI_00772,,
group_1182,,hypothetical protein,,,AOHABJFI_00380,
group_1181,,hypothetical protein,,MLMIAKCI_00763,,
group_1180,,hypothetical protein,,MLMIAKCI_00766,,
group_1178,,hypothetical protein,,,AOHABJFI_00378,
group_1177,,hypothetical protein,,,AOHABJFI_00392,
group_1173,,hypothetical protein,,MLMIAKCI_00775,,
group_1172,,hypothetical protein,,,AOHABJFI_00394,
group_1171,,hypothetical protein,,MLMIAKCI_00761,,
group_1170,,hypothetical protein,,,AOHABJFI_00377,
group_1169,,hypothetical protein,,MLMIAKCI_00760,,
group_1166,,hypothetical protein,,MLMIAKCI_00767,,
group_1164,,hypothetical protein,,,AOHABJFI_00390,
group_1161,,hypothetical protein,,,AOHABJFI_00393,
group_1159,,hypothetical protein,,,AOHABJFI_00395,
immR_1,immR_1,HTH-type transcriptional regulator ImmR,,,AOHABJFI_00401,
group_1152,,hypothetical protein,,,AOHABJFI_00402,
group_1122,,hypothetical protein,,,,LCPJMJGF_00241
group_1117,,hypothetical protein,,,,LCPJMJGF_00242
group_1114,,hypothetical protein,,,,LCPJMJGF_01208
group_1111,,hypothetical protein,,,,LCPJMJGF_01206
group_1086,,hypothetical protein,HJHFJAOG_01990,,,
group_1085,,hypothetical protein,HJHFJAOG_01989,,,
metI,metI,Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase,,,,LCPJMJGF_01021
metC,metC,Cystathionine beta-lyase,,,,LCPJMJGF_01020
metQ_1,metQ_1,putative D-methionine-binding lipoprotein MetQ,,,,LCPJMJGF_01019
group_1034,,IS30 family transposase ISStin2,HJHFJAOG_01766,,,
group_969,,IS30 family transposase ISStin2,HJHFJAOG_01583,,,
group_928,,IS30 family transposase ISHahy9,HJHFJAOG_01454,,,
group_927,,hypothetical protein,,MLMIAKCI_01349,,
group_926,,hypothetical protein,,MLMIAKCI_01372,,
group_925,,hypothetical protein,,MLMIAKCI_01373,,
group_924,,hypothetical protein,,MLMIAKCI_01355,,
group_923,,hypothetical protein,,MLMIAKCI_01356,,
group_922,,hypothetical protein,,MLMIAKCI_01334,,
group_921,,hypothetical protein,,MLMIAKCI_01323,,
group_920,,hypothetical protein,,MLMIAKCI_01352,,
group_919,,hypothetical protein,,MLMIAKCI_01315,,
group_918,,hypothetical protein,,MLMIAKCI_01345,,
group_917,,hypothetical protein,,MLMIAKCI_01330,,
group_916,,hypothetical protein,,MLMIAKCI_01343,,
group_915,,hypothetical protein,,MLMIAKCI_01326,,
group_914,,hypothetical protein,,MLMIAKCI_01322,,
group_913,,hypothetical protein,,MLMIAKCI_01321,,
group_912,,hypothetical protein,,MLMIAKCI_01371,,
group_911,,hypothetical protein,,MLMIAKCI_01317,,
group_909,,hypothetical protein,,MLMIAKCI_01340,,
group_908,,hypothetical protein,,MLMIAKCI_01366,,
group_907,,hypothetical protein,,MLMIAKCI_01377,,
group_906,,hypothetical protein,,MLMIAKCI_01324,,
group_905,,hypothetical protein,,MLMIAKCI_01347,,
group_904,,hypothetical protein,,MLMIAKCI_01374,,
group_903,,hypothetical protein,,MLMIAKCI_01331,,
group_902,,hypothetical protein,,MLMIAKCI_01354,,
group_901,,hypothetical protein,,MLMIAKCI_01325,,
group_900,,hypothetical protein,,MLMIAKCI_01369,,
group_898,,hypothetical protein,,MLMIAKCI_01335,,
group_897,,hypothetical protein,,MLMIAKCI_01351,,
group_896,,hypothetical protein,,MLMIAKCI_01336,,
group_895,xerC_7,Tyrosine recombinase XerC,,MLMIAKCI_01379,,
group_894,,hypothetical protein,,MLMIAKCI_01339,,
group_892,,hypothetical protein,,MLMIAKCI_01332,,
group_891,,hypothetical protein,,MLMIAKCI_01362,,
clpP_2,clpP_2,ATP-dependent Clp protease proteolytic subunit,,MLMIAKCI_01338,,
group_890,,hypothetical protein,,MLMIAKCI_01341,,
group_889,,hypothetical protein,,MLMIAKCI_01350,,
group_887,,hypothetical protein,,MLMIAKCI_01378,,
group_886,,hypothetical protein,,MLMIAKCI_01333,,
group_885,,hypothetical protein,,MLMIAKCI_01364,,
group_883,,hypothetical protein,,MLMIAKCI_01370,,
group_882,,hypothetical protein,,MLMIAKCI_01318,,
group_881,,hypothetical protein,,MLMIAKCI_01316,,
group_880,,hypothetical protein,,MLMIAKCI_01358,,
group_879,,hypothetical protein,,MLMIAKCI_01359,,
group_878,,hypothetical protein,,MLMIAKCI_01367,,
group_877,,hypothetical protein,,MLMIAKCI_01375,,
group_876,,hypothetical protein,,MLMIAKCI_01363,,
group_875,,hypothetical protein,,MLMIAKCI_01357,,
group_874,,hypothetical protein,,MLMIAKCI_01346,,
group_873,,hypothetical protein,,MLMIAKCI_01376,,
group_872,,hypothetical protein,,MLMIAKCI_01337,,
group_871,,hypothetical protein,,MLMIAKCI_01344,,
group_870,,hypothetical protein,,MLMIAKCI_01319,,
group_869,,hypothetical protein,,MLMIAKCI_01342,,
group_868,,hypothetical protein,,MLMIAKCI_01365,,
group_867,,hypothetical protein,,MLMIAKCI_01328,,
group_866,,hypothetical protein,,MLMIAKCI_01327,,
group_865,,hypothetical protein,,MLMIAKCI_01360,,
group_864,,hypothetical protein,,MLMIAKCI_01320,,
group_863,,hypothetical protein,,MLMIAKCI_01348,,
group_862,,hypothetical protein,,MLMIAKCI_01368,,
group_860,,hypothetical protein,,MLMIAKCI_01353,,
group_859,,hypothetical protein,,MLMIAKCI_01329,,
group_858,,hypothetical protein,,MLMIAKCI_01361,,
group_855,,IS256 family transposase IS1201,HJHFJAOG_01429,,,
group_842,,hypothetical protein,,,,LCPJMJGF_00639
group_841,,Cell wall protein,,,,LCPJMJGF_00637
group_830,,IS256 family transposase IS1201,HJHFJAOG_01300,,,
group_809,,IS256 family transposase IS1201,HJHFJAOG_01155,,,
group_805,,hypothetical protein,,,,LCPJMJGF_00840
copY_1,copY_1,Transcriptional repressor CopY,,,,LCPJMJGF_00841
bcrR,bcrR,HTH-type transcriptional activator BcrR,,,,LCPJMJGF_00839
group_779,,hypothetical protein,,MLMIAKCI_02063,,
group_746,,hypothetical protein,HJHFJAOG_00969,,,
group_745,,hypothetical protein,HJHFJAOG_00970,,,
group_744,,IS982 family transposase ISLh1,HJHFJAOG_00957,,,
uup_4,uup_4,ATP-binding protein Uup,,,,LCPJMJGF_00539
pepO_1,pepO_1,Neutral endopeptidase,,,,LCPJMJGF_00560
group_715,,hypothetical protein,,,,LCPJMJGF_00565
group_711,,hypothetical protein,,,,LCPJMJGF_00561
group_699,,hypothetical protein,,MLMIAKCI_01514,,
group_698,,hypothetical protein,,,,LCPJMJGF_02069
group_696,,hypothetical protein,,MLMIAKCI_01529,,
group_683,,hypothetical protein,,,AOHABJFI_00761,
group_664,,IS256 family transposase IS1201,HJHFJAOG_00818,,,
group_662,,hypothetical protein,HJHFJAOG_01879,,,
group_659,,hypothetical protein,,,,LCPJMJGF_01988
group_656,,hypothetical protein,,,,LCPJMJGF_01990
group_648,,hypothetical protein,,,,LCPJMJGF_01991
group_644,,hypothetical protein,,,,LCPJMJGF_01989
group_643,,hypothetical protein,,,,LCPJMJGF_01987
group_639,,hypothetical protein,,,,LCPJMJGF_01986
group_628,,hypothetical protein,,,,LCPJMJGF_01985
group_615,,hypothetical protein,,,,LCPJMJGF_01288
yoeB_2,yoeB_2,Toxin YoeB,,,,LCPJMJGF_01287
group_597,,hypothetical protein,,,,LCPJMJGF_01314
slpH_1,slpH_1,S-layer protein,,,,LCPJMJGF_01937
group_588,,hypothetical protein,,,,LCPJMJGF_01942
group_584,,hypothetical protein,,,,LCPJMJGF_01936
group_577,,hypothetical protein,,,,LCPJMJGF_01935
group_575,,hypothetical protein,,,,LCPJMJGF_01938
slpH_2,slpH_2,S-layer protein,,,,LCPJMJGF_01943
group_572,,IS982 family transposase ISLhe7,HJHFJAOG_00653,,,
ackA_1,ackA_1,Acetate kinase,HJHFJAOG_00652,,,
group_567,,Macro domain-containing protein,,,,LCPJMJGF_01447
group_565,,hypothetical protein,,,,LCPJMJGF_01446
group_564,,hypothetical protein,,,,LCPJMJGF_01445
yoeB_3,yoeB_3,Toxin YoeB,,,,LCPJMJGF_01906
group_554,,hypothetical protein,,,,LCPJMJGF_01909
group_552,,hypothetical protein,,,,LCPJMJGF_01901
group_551,,hypothetical protein,,,,LCPJMJGF_01905
group_547,,hypothetical protein,,,,LCPJMJGF_01907
group_543,,hypothetical protein,,,,LCPJMJGF_01908
group_528,,ISLre2 family transposase ISLcr2,,MLMIAKCI_02121,,
group_511,,IS256 family transposase IS1201,HJHFJAOG_00549,,,
group_508,,hypothetical protein,,,AOHABJFI_01965,
group_502,,hypothetical protein,,,AOHABJFI_01966,
group_501,,hypothetical protein,,,AOHABJFI_01967,
group_500,,hypothetical protein,,,,LCPJMJGF_01158
group_499,,hypothetical protein,,,AOHABJFI_01960,
group_498,,hypothetical protein,HJHFJAOG_00528,,,
group_496,,hypothetical protein,,,,LCPJMJGF_01162
group_495,,hypothetical protein,,,AOHABJFI_01962,
group_493,,hypothetical protein,,,,LCPJMJGF_01153
group_492,,hypothetical protein,,,AOHABJFI_01968,
group_490,,hypothetical protein,,,AOHABJFI_01969,
group_489,,hypothetical protein,,,,LCPJMJGF_01163
xerC_8,xerC_8,Tyrosine recombinase XerC,,,AOHABJFI_01961,
group_487,,hypothetical protein,,,AOHABJFI_01964,
group_486,,hypothetical protein,,,AOHABJFI_01963,
group_485,,hypothetical protein,HJHFJAOG_00527,,,
group_474,,hypothetical protein,,,,LCPJMJGF_01087
yfeW_2,yfeW_2,Putative D-alanyl-D-alanine carboxypeptidase,,,,LCPJMJGF_01085
group_431,,hypothetical protein,,,,LCPJMJGF_02089
group_423,,hypothetical protein,,,,LCPJMJGF_01039
group_401,,putative ABC transporter ATP-binding protein,,,,LCPJMJGF_01038
group_399,,hypothetical protein,,,,LCPJMJGF_02088
group_393,,hypothetical protein,,,,LCPJMJGF_00223
group_392,,hypothetical protein,,,,LCPJMJGF_00218
group_390,,hypothetical protein,,,,LCPJMJGF_00942
copZ,copZ,Copper chaperone CopZ,,,,LCPJMJGF_00214
group_389,,hypothetical protein,,,,LCPJMJGF_00217
cse3,cse3,CRISPR-associated endoribonuclease Cse3,,,,LCPJMJGF_00226
group_387,,hypothetical protein,,,,LCPJMJGF_00219
casC,casC,CRISPR system Cascade subunit CasC,,,,LCPJMJGF_00224
dinG_1,dinG_1,3'-5' exonuclease DinG,,,,LCPJMJGF_00228
cas12,cas1-2,CRISPR-associated endonuclease Cas1 2,,,,LCPJMJGF_00227
cadA,cadA,Cadmium-transporting ATPase,,,,LCPJMJGF_00213
group_381,,hypothetical protein,,,,LCPJMJGF_00212
group_379,,hypothetical protein,,,,LCPJMJGF_00225
aadR,aadR,Transcriptional activatory protein AadR,,,,LCPJMJGF_00216
group_378,,hypothetical protein,,,,LCPJMJGF_00220
cas3,cas3,CRISPR-associated nuclease/helicase Cas3,,,,LCPJMJGF_00221
group_374,,hypothetical protein,,,,LCPJMJGF_00215
group_371,,hypothetical protein,,,,LCPJMJGF_00222
group_358,,hypothetical protein,,,,LCPJMJGF_00775
group_356,,hypothetical protein,,,,LCPJMJGF_00765
group_350,,hypothetical protein,,,,LCPJMJGF_00767
hchA,hchA,Protein/nucleic acid deglycase 1,,,,LCPJMJGF_00763
group_334,,IS1182 family transposase ISLac1,,,,LCPJMJGF_00679
group_330,,NADH oxidase,,,,LCPJMJGF_00764
group_325,,ISLre2 family transposase ISLcr2,,,,LCPJMJGF_00766
group_320,,hypothetical protein,,,,LCPJMJGF_00768
glgX_2,glgX_2,Glycogen debranching enzyme,,,,LCPJMJGF_00678
group_263,,hypothetical protein,,,AOHABJFI_00870,
group_245,,IS256 family transposase IS1201,HJHFJAOG_01261,,,
group_241,,IS982 family transposase ISLh1,HJHFJAOG_01262,,,
group_231,,hypothetical protein,,,AOHABJFI_01568,
group_230,,hypothetical protein,,,AOHABJFI_00407,
group_229,,hypothetical protein,,MLMIAKCI_01030,,
group_227,,hypothetical protein,,,AOHABJFI_01594,
group_226,,hypothetical protein,,,AOHABJFI_01578,
lexA_2,lexA_2,LexA repressor,,,AOHABJFI_01614,
group_225,,hypothetical protein,,,AOHABJFI_01605,
group_224,,hypothetical protein,,,AOHABJFI_01606,
group_222,,hypothetical protein,,,AOHABJFI_01603,
group_219,,hypothetical protein,,,AOHABJFI_01591,
group_218,,hypothetical protein,,,AOHABJFI_01598,
group_217,,hypothetical protein,,,AOHABJFI_01571,
group_216,,hypothetical protein,,,AOHABJFI_01565,
group_215,,hypothetical protein,,,AOHABJFI_01584,
group_213,,hypothetical protein,,,AOHABJFI_01569,
group_210,,hypothetical protein,,,AOHABJFI_01588,
group_209,,hypothetical protein,,,AOHABJFI_01596,
group_207,,hypothetical protein,,,AOHABJFI_01612,
group_205,,hypothetical protein,,,AOHABJFI_01604,
group_202,,hypothetical protein,,MLMIAKCI_01028,,
group_201,,hypothetical protein,,,AOHABJFI_01600,
group_199,,hypothetical protein,,,AOHABJFI_01587,
group_198,,hypothetical protein,,MLMIAKCI_01026,,
group_196,,hypothetical protein,,,AOHABJFI_01573,
xerC_5,xerC_5,Tyrosine recombinase XerC,,MLMIAKCI_01025,,
group_189,,hypothetical protein,,,AOHABJFI_01613,
group_187,,hypothetical protein,,,AOHABJFI_01608,
group_186,,hypothetical protein,,,AOHABJFI_01574,
clpP_1,clpP_1,ATP-dependent Clp protease proteolytic subunit,,,AOHABJFI_01586,
group_183,,hypothetical protein,,,AOHABJFI_01564,
group_181,,hypothetical protein,,,AOHABJFI_01589,
group_180,,hypothetical protein,,,AOHABJFI_01572,
group_178,,hypothetical protein,,,AOHABJFI_01602,
xerC_7,xerC_7,Tyrosine recombinase XerC,,,AOHABJFI_01618,
group_176,,hypothetical protein,,,AOHABJFI_01617,
group_175,,hypothetical protein,,,AOHABJFI_01599,
group_174,,hypothetical protein,,,AOHABJFI_01595,
group_173,,hypothetical protein,,,AOHABJFI_01580,
group_172,,hypothetical protein,,MLMIAKCI_01029,,
group_170,,hypothetical protein,,,AOHABJFI_01566,
group_169,,hypothetical protein,,,AOHABJFI_01583,
