Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_jensenii__UMB0732__GCA_030218485.1,Lactobacillus_jensenii__UMB10187__GCA_030211725.1,Lactobacillus_jensenii__UMB7786__GCA_030215165.1
vanH~~~ldhA,vanH;ldhA,D-specific alpha-keto acid dehydrogenase;D-2-hydroxyacid dehydrogenase (NAD(+)),3,3,1.0,2,25,,,,351,993,779.0,BDMKMOGB_00105,IAAMHMBP_00901,PKFCGPHH_00651
potA,potA,Spermidine/putrescine import ATP-binding protein PotA,3,3,1.0,2,24,,,,1101,1101,1101.0,BDMKMOGB_00082,IAAMHMBP_00455,PKFCGPHH_01167
nusA,nusA,Transcription termination/antitermination protein NusA,3,3,1.0,2,23,,,,1107,1107,1107.0,BDMKMOGB_00383,IAAMHMBP_00562,PKFCGPHH_00462
ypdF,ypdF,Aminopeptidase YpdF,3,3,1.0,2,22,,,,1107,1107,1107.0,BDMKMOGB_00169,IAAMHMBP_00496,PKFCGPHH_00396
fluC1,fluC1,Fluoride-specific ion channel FluC 1,3,3,1.0,2,21,,,,384,384,384.0,BDMKMOGB_00070,IAAMHMBP_00467,PKFCGPHH_01179
group_35,,hypothetical protein,3,3,1.0,2,20,,,,708,708,708.0,BDMKMOGB_00068,IAAMHMBP_00469,PKFCGPHH_01181
strA,strA,Sortase A,3,3,1.0,2,19,,,,711,711,711.0,BDMKMOGB_00371,IAAMHMBP_00574,PKFCGPHH_00474
uppS,uppS,Ditranspolycis-undecaprenyl-diphosphate synthase ((2E6E)-farnesyl-diphosphate specific),3,3,1.0,2,18,,,,714,714,714.0,BDMKMOGB_00389,IAAMHMBP_00556,PKFCGPHH_00456
lepA_2,lepA_2,Elongation factor 4,3,3,1.0,2,17,,,,2691,2691,2691.0,BDMKMOGB_00380,IAAMHMBP_00565,PKFCGPHH_00465
atpB,atpB,ATP synthase subunit a,3,3,1.0,2,16,,,,717,717,717.0,BDMKMOGB_00603,IAAMHMBP_00434,PKFCGPHH_00929
oppA_1~~~oppA_2,oppA_1;oppA_2,Oligopeptide-binding protein OppA,3,4,1.3333333333333333,2,15,,,,573,1761,1302.75,BDMKMOGB_00138,IAAMHMBP_00527;IAAMHMBP_00528,PKFCGPHH_00427
group_34,,hypothetical protein,3,3,1.0,2,14,,,,402,864,710.0,BDMKMOGB_00336,IAAMHMBP_00607,PKFCGPHH_00508
pyrH,pyrH,Uridylate kinase,3,3,1.0,2,13,,,,726,726,726.0,BDMKMOGB_00391,IAAMHMBP_00554,PKFCGPHH_00454
yjmC,yjmC,putative oxidoreductase YjmC,3,3,1.0,2,12,,,,1137,1137,1137.0,BDMKMOGB_00625,IAAMHMBP_00619,PKFCGPHH_00520
ycaM_2~~~ycaM_1,ycaM_2;ycaM_1,Inner membrane transporter YcaM,3,3,1.0,2,11,,,,1440,1614,1556.0,BDMKMOGB_01261,IAAMHMBP_00474,PKFCGPHH_01186
sftI,;sftI,hypothetical protein;Sulfoquinovose isomerase,3,5,1.6666666666666667,2,10,,,,741,1446,890.4,BDMKMOGB_00357;BDMKMOGB_00358,IAAMHMBP_00586,PKFCGPHH_00486;PKFCGPHH_00487
dnaJ,dnaJ,Chaperone protein DnaJ,3,3,1.0,2,9,,,,1137,1137,1137.0,BDMKMOGB_00373,IAAMHMBP_00572,PKFCGPHH_00472
group_33,,putative transcriptional regulatory protein,3,3,1.0,2,8,,,,729,729,729.0,BDMKMOGB_00066,IAAMHMBP_00471,PKFCGPHH_01183
smc_2,smc_2,Chromosome partition protein Smc,3,3,1.0,2,7,,,,3570,3570,3570.0,BDMKMOGB_00414,IAAMHMBP_00531,PKFCGPHH_00431
murT,murT,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT,3,3,1.0,2,6,,,,777,1356,1163.0,BDMKMOGB_00597,IAAMHMBP_00440,PKFCGPHH_01266
nusB,nusB,Transcription antitermination protein NusB,3,3,1.0,2,5,,,,402,402,402.0,BDMKMOGB_00166,IAAMHMBP_00499,PKFCGPHH_00399
polC_2,polC_2,DNA polymerase III PolC-type,3,3,1.0,2,4,,,,4320,4320,4320.0,BDMKMOGB_00385,IAAMHMBP_00560,PKFCGPHH_00460
trmD,trmD,tRNA (guanine-N(1)-)-methyltransferase,3,3,1.0,2,3,,,,732,732,732.0,BDMKMOGB_00405,IAAMHMBP_00540,PKFCGPHH_00440
metQ,metQ,putative D-methionine-binding lipoprotein MetQ,3,3,1.0,2,1,,,,798,852,834.0,BDMKMOGB_00616,IAAMHMBP_00610,PKFCGPHH_00511
group_28,,hypothetical protein,3,3,1.0,1,30,,,,924,924,924.0,BDMKMOGB_00063,IAAMHMBP_00830,PKFCGPHH_01372
group_27,,hypothetical protein,3,3,1.0,1,29,,,,210,210,210.0,BDMKMOGB_00062,IAAMHMBP_00829,PKFCGPHH_01371
group_639,,hypothetical protein,2,2,1.0,56,1,,,,669,669,669.0,,IAAMHMBP_00131,PKFCGPHH_00707
group_638,,hypothetical protein,2,2,1.0,55,1,,,,249,249,249.0,,IAAMHMBP_00160,PKFCGPHH_01267
group_630,,hypothetical protein,2,2,1.0,52,1,,,,228,228,228.0,,IAAMHMBP_00377,PKFCGPHH_00586
group_629,,hypothetical protein,2,2,1.0,51,1,,,,840,840,840.0,,IAAMHMBP_00376,2_refound_5
group_628,,hypothetical protein,2,2,1.0,50,2,,,,429,789,609.0,,IAAMHMBP_00374,PKFCGPHH_01452
group_627,,hypothetical protein,2,2,1.0,50,1,,,,1164,1164,1164.0,,IAAMHMBP_00375,PKFCGPHH_01451
group_626,,hypothetical protein,2,2,1.0,49,4,,,,132,132,132.0,,IAAMHMBP_00372,PKFCGPHH_01389
group_625,,hypothetical protein,2,2,1.0,49,3,,,,252,252,252.0,,IAAMHMBP_00373,PKFCGPHH_01388
group_624,,hypothetical protein,2,2,1.0,49,2,,,,510,510,510.0,,IAAMHMBP_00369,PKFCGPHH_01391
group_623,,hypothetical protein,2,3,1.5,49,1,,,,117,858,513.0,,IAAMHMBP_00370;IAAMHMBP_00371,PKFCGPHH_01390
group_621,,hypothetical protein,2,2,1.0,48,29,,,,261,261,261.0,,IAAMHMBP_00168,PKFCGPHH_00944
group_620,,hypothetical protein,2,2,1.0,48,28,,,,354,354,354.0,,IAAMHMBP_00169,PKFCGPHH_00945
group_619,lexA_1,LexA repressor,2,2,1.0,48,27,,,,600,600,600.0,,IAAMHMBP_00194,PKFCGPHH_00962
group_618,,hypothetical protein,2,2,1.0,48,26,,,,789,789,789.0,,IAAMHMBP_00173,PKFCGPHH_00949
group_617,,hypothetical protein,2,2,1.0,48,25,,,,372,372,372.0,,IAAMHMBP_00190,PKFCGPHH_00958
group_616,,hypothetical protein,2,2,1.0,48,24,,,,300,300,300.0,,IAAMHMBP_00171,PKFCGPHH_00947
group_614,,hypothetical protein,2,2,1.0,48,22,,,,231,231,231.0,,IAAMHMBP_00191,PKFCGPHH_00959
group_612,,hypothetical protein,2,2,1.0,48,20,,,,522,531,526.5,,IAAMHMBP_00180,PKFCGPHH_00953
group_611,,hypothetical protein,2,2,1.0,48,19,,,,234,234,234.0,,IAAMHMBP_00170,PKFCGPHH_00946
group_609,,hypothetical protein,2,2,1.0,48,17,,,,234,234,234.0,,IAAMHMBP_00177,PKFCGPHH_00952
group_608,,hypothetical protein,2,2,1.0,48,16,,,,336,339,337.5,,IAAMHMBP_00176,PKFCGPHH_00951
group_607,,hypothetical protein,2,2,1.0,48,15,,,,153,162,157.5,,IAAMHMBP_00186,PKFCGPHH_00954
group_606,,hypothetical protein,2,2,1.0,48,14,,,,228,237,232.5,,IAAMHMBP_00187,PKFCGPHH_00955
group_604,smc_2,Chromosome partition protein Smc,2,2,1.0,48,12,,,,2532,2541,2536.5,,IAAMHMBP_00166,PKFCGPHH_00942
group_602,,hypothetical protein,2,2,1.0,48,10,,,,147,147,147.0,,IAAMHMBP_00188,PKFCGPHH_00956
xerC_1,xerC_1,Tyrosine recombinase XerC,2,2,1.0,48,9,,,,1119,1119,1119.0,,IAAMHMBP_00195,PKFCGPHH_00963
group_600,,hypothetical protein,2,2,1.0,48,7,,,,105,105,105.0,,IAAMHMBP_00167,PKFCGPHH_00943
group_599,,hypothetical protein,2,2,1.0,48,6,,,,243,243,243.0,,IAAMHMBP_00193,PKFCGPHH_00961
group_598,,hypothetical protein,2,2,1.0,48,5,,,,285,288,286.5,,IAAMHMBP_00172,PKFCGPHH_00948
group_597,,hypothetical protein,2,2,1.0,48,4,,,,810,822,816.0,,IAAMHMBP_00189,PKFCGPHH_00957
group_595,,hypothetical protein,2,2,1.0,48,2,,,,333,333,333.0,,IAAMHMBP_00192,PKFCGPHH_00960
group_594,,hypothetical protein,2,2,1.0,48,1,,,,333,333,333.0,,IAAMHMBP_00174,PKFCGPHH_00950
group_592,,hypothetical protein,2,2,1.0,46,5,,,,1038,1038,1038.0,,IAAMHMBP_00161,PKFCGPHH_01269
srtA,srtA,Sortase A,2,2,1.0,46,3,,,,852,852,852.0,,IAAMHMBP_00162,PKFCGPHH_01270
group_590,,hypothetical protein,2,2,1.0,46,2,,,,675,675,675.0,,IAAMHMBP_00164,PKFCGPHH_01272
group_589,,hypothetical protein,2,2,1.0,46,1,,,,2232,2232,2232.0,,IAAMHMBP_00163,PKFCGPHH_01271
group_585,,hypothetical protein,2,2,1.0,44,26,,,,390,402,396.0,,IAAMHMBP_00144,PKFCGPHH_00716
group_584,,hypothetical protein,2,2,1.0,44,25,,,,93,93,93.0,,IAAMHMBP_00142,PKFCGPHH_00714
group_582,,hypothetical protein,2,2,1.0,44,23,,,,1284,1284,1284.0,,IAAMHMBP_00151,PKFCGPHH_00723
group_580,,hypothetical protein,2,2,1.0,44,21,,,,1017,1017,1017.0,,IAAMHMBP_00141,PKFCGPHH_00713
group_579,,hypothetical protein,2,2,1.0,44,20,,,,2016,2016,2016.0,,IAAMHMBP_00152,PKFCGPHH_00724
group_578,,hypothetical protein,2,2,1.0,44,19,,,,159,243,201.0,,IAAMHMBP_00147,PKFCGPHH_00719
group_577,,hypothetical protein,2,2,1.0,44,18,,,,612,612,612.0,,IAAMHMBP_00149,PKFCGPHH_00721
group_576,,hypothetical protein,2,2,1.0,44,17,,,,1659,1659,1659.0,,IAAMHMBP_00143,PKFCGPHH_00715
group_574,,hypothetical protein,2,2,1.0,44,15,,,,621,621,621.0,,IAAMHMBP_00153,PKFCGPHH_00725
group_573,,hypothetical protein,2,2,1.0,44,14,,,,399,399,399.0,,IAAMHMBP_00148,PKFCGPHH_00720
group_571,,hypothetical protein,2,2,1.0,44,11,,,,768,768,768.0,,IAAMHMBP_00134,PKFCGPHH_00708
group_570,,hypothetical protein,2,2,1.0,44,10,,,,1206,1215,1210.5,,IAAMHMBP_00136,PKFCGPHH_00709
hhaIM,hhaIM,Type II methyltransferase M.HhaI,2,2,1.0,44,9,,,,897,1008,952.5,,IAAMHMBP_00137,PKFCGPHH_00710
group_568,,hypothetical protein,2,2,1.0,44,7,,,,693,2229,1461.0,,IAAMHMBP_00156,PKFCGPHH_00728
group_567,,hypothetical protein,2,2,1.0,44,6,,,,156,156,156.0,,IAAMHMBP_00140,PKFCGPHH_00712
group_566,,hypothetical protein,2,2,1.0,44,5,,,,318,324,321.0,,IAAMHMBP_00145,PKFCGPHH_00717
group_565,,hypothetical protein,2,2,1.0,44,4,,,,864,864,864.0,,IAAMHMBP_00146,PKFCGPHH_00718
group_564,,hypothetical protein,2,2,1.0,44,3,,,,2475,2823,2649.0,,IAAMHMBP_00155,PKFCGPHH_00727
group_563,,hypothetical protein,2,2,1.0,44,2,,,,615,615,615.0,,IAAMHMBP_00150,PKFCGPHH_00722
group_559,,hypothetical protein,2,2,1.0,43,7,,,,684,684,684.0,,IAAMHMBP_00128,PKFCGPHH_01363
group_558,,hypothetical protein,2,2,1.0,43,6,,,,384,384,384.0,,IAAMHMBP_00127,PKFCGPHH_01362
group_555,,hypothetical protein,2,2,1.0,43,3,,,,1059,1059,1059.0,,IAAMHMBP_00130,PKFCGPHH_01365
group_553,,hypothetical protein,2,2,1.0,43,1,,,,657,657,657.0,,IAAMHMBP_00129,PKFCGPHH_01364
group_552,,hypothetical protein,2,2,1.0,42,2,,,,273,273,273.0,,IAAMHMBP_00120,PKFCGPHH_00650
topA_1~~~topA_2,topA_1;topA_2,DNA topoisomerase 1,2,2,1.0,42,1,,,,915,2718,1816.5,,IAAMHMBP_00119,PKFCGPHH_00649
group_536,,hypothetical protein,2,2,1.0,40,1,,,,2052,2052,2052.0,BDMKMOGB_01353,,PKFCGPHH_01455
group_514,,hypothetical protein,2,2,1.0,35,2,,,,2151,2151,2151.0,BDMKMOGB_01243,,PKFCGPHH_01278
group_513,,hypothetical protein,2,2,1.0,35,1,,,,2235,2235,2235.0,BDMKMOGB_01242,,PKFCGPHH_01277
group_512,,hypothetical protein,2,2,1.0,34,10,,,,741,741,741.0,,IAAMHMBP_01611,PKFCGPHH_00037
group_511,,hypothetical protein,2,2,1.0,34,8,,,,432,432,432.0,,IAAMHMBP_01610,PKFCGPHH_00038
vmlR_2,vmlR_2,Ribosome protection protein VmlR,2,2,1.0,34,2,,,,324,324,324.0,,IAAMHMBP_01609,PKFCGPHH_00039
group_508,,hypothetical protein,2,2,1.0,34,1,,,,195,195,195.0,,IAAMHMBP_01612,PKFCGPHH_00036
group_487,,hypothetical protein,2,2,1.0,31,17,,,,600,600,600.0,,IAAMHMBP_00739,PKFCGPHH_00643
group_483,,hypothetical protein,2,2,1.0,31,11,,,,645,645,645.0,,IAAMHMBP_00751,PKFCGPHH_00631
group_480,,hypothetical protein,2,2,1.0,31,6,,,,150,150,150.0,,IAAMHMBP_00737,PKFCGPHH_00644
group_479,,hypothetical protein,2,2,1.0,31,2,,,,297,297,297.0,,IAAMHMBP_00738,2_refound_6
cas1,cas1,CRISPR-associated endonuclease Cas1,2,2,1.0,30,17,,,,909,909,909.0,,IAAMHMBP_00280,PKFCGPHH_00695
group_478,,hypothetical protein,2,2,1.0,30,16,,,,888,888,888.0,,IAAMHMBP_00283,PKFCGPHH_00698
murP,murP,PTS system MurNAc-GlcNAc-specific EIIBC component,2,2,1.0,30,14,,,,1206,1431,1318.5,,IAAMHMBP_00282,PKFCGPHH_00697
group_477,,hypothetical protein,2,2,1.0,30,12,,,,282,282,282.0,,IAAMHMBP_00275,PKFCGPHH_00690
cas2,cas2,CRISPR-associated endoribonuclease Cas2,2,2,1.0,30,9,,,,306,306,306.0,,IAAMHMBP_00279,PKFCGPHH_00694
group_475,,hypothetical protein,2,2,1.0,30,6,,,,669,669,669.0,,IAAMHMBP_00278,PKFCGPHH_00693
group_474,,hypothetical protein,2,2,1.0,30,5,,,,102,102,102.0,,IAAMHMBP_00277,PKFCGPHH_00692
cas92,cas9-2,CRISPR-associated endonuclease Cas9 2,2,2,1.0,30,2,,,,4176,4176,4176.0,,IAAMHMBP_00281,PKFCGPHH_00696
group_473,,hypothetical protein,2,2,1.0,30,1,,,,270,270,270.0,,IAAMHMBP_00276,PKFCGPHH_00691
group_447,,hypothetical protein,2,2,1.0,27,1,,,,1152,1278,1215.0,BDMKMOGB_01032,,PKFCGPHH_01446
group_446,ccpA_2,Catabolite control protein A,2,2,1.0,26,10,,,,978,978,978.0,,IAAMHMBP_00387,PKFCGPHH_00988
degA_1,degA_1,HTH-type transcriptional regulator DegA,2,2,1.0,26,7,,,,1014,1014,1014.0,,IAAMHMBP_00388,PKFCGPHH_00987
hdfR_1,hdfR_1,HTH-type transcriptional regulator HdfR,2,2,1.0,26,6,,,,456,456,456.0,,IAAMHMBP_00385,PKFCGPHH_00990
group_445,yflS_1,Putative malate transporter YflS,2,2,1.0,26,5,,,,1455,1455,1455.0,,IAAMHMBP_00384,PKFCGPHH_00991
vprA,vprA,Vinyl phenol reductase,2,2,1.0,26,1,,,,1467,1467,1467.0,,IAAMHMBP_00386,PKFCGPHH_00989
group_421,,hypothetical protein,2,2,1.0,22,2,,,,177,177,177.0,BDMKMOGB_00902,,PKFCGPHH_01609
group_395,,hypothetical protein,2,2,1.0,19,12,,,,1035,3534,2284.5,BDMKMOGB_00783,IAAMHMBP_00789,
vmlR_1,vmlR_1,Ribosome protection protein VmlR,2,2,1.0,13,31,,,,1497,1497,1497.0,,IAAMHMBP_00721,PKFCGPHH_00032
yheI_2,yheI_2,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI,2,2,1.0,13,23,,,,1587,1587,1587.0,,IAAMHMBP_00720,PKFCGPHH_00033
group_324,,hypothetical protein,2,2,1.0,13,22,,,,2214,2214,2214.0,,IAAMHMBP_00719,PKFCGPHH_00034
group_323,,hypothetical protein,2,2,1.0,13,18,,,,108,108,108.0,,IAAMHMBP_00718,PKFCGPHH_00035
group_305,,hypothetical protein,2,2,1.0,11,26,,,,342,342,342.0,BDMKMOGB_00482,IAAMHMBP_01209,
group_304,,hypothetical protein,2,2,1.0,11,25,,,,345,345,345.0,BDMKMOGB_00483,IAAMHMBP_01208,
group_303,,hypothetical protein,2,2,1.0,11,24,,,,195,195,195.0,BDMKMOGB_00474,IAAMHMBP_01217,
group_302,,hypothetical protein,2,2,1.0,11,23,,,,597,597,597.0,BDMKMOGB_00479,IAAMHMBP_01212,
group_300,,hypothetical protein,2,2,1.0,11,21,,,,357,357,357.0,BDMKMOGB_00470,IAAMHMBP_01221,
group_299,,Single-stranded DNA-binding protein,2,2,1.0,11,20,,,,516,516,516.0,BDMKMOGB_00476,IAAMHMBP_01215,
group_298,,hypothetical protein,2,2,1.0,11,18,,,,204,204,204.0,BDMKMOGB_00473,IAAMHMBP_01218,
group_297,,hypothetical protein,2,2,1.0,11,17,,,,522,522,522.0,BDMKMOGB_00475,IAAMHMBP_01216,
group_296,,hypothetical protein,2,2,1.0,11,16,,,,291,291,291.0,BDMKMOGB_00480,IAAMHMBP_01211,
group_293,,hypothetical protein,2,2,1.0,11,11,,,,1116,1116,1116.0,BDMKMOGB_00481,IAAMHMBP_01210,
group_292,,hypothetical protein,2,2,1.0,11,10,,,,393,393,393.0,BDMKMOGB_00485,IAAMHMBP_01206,
group_291,,hypothetical protein,2,2,1.0,11,9,,,,474,474,474.0,BDMKMOGB_00478,IAAMHMBP_01213,
group_290,,hypothetical protein,2,2,1.0,11,8,,,,540,1392,966.0,BDMKMOGB_00486,IAAMHMBP_01205,
group_289,,hypothetical protein,2,2,1.0,11,7,,,,243,243,243.0,BDMKMOGB_00484,IAAMHMBP_01207,
group_288,,hypothetical protein,2,2,1.0,11,4,,,,174,174,174.0,BDMKMOGB_00471,IAAMHMBP_01220,
group_287,,hypothetical protein,2,2,1.0,11,2,,,,480,480,480.0,BDMKMOGB_00477,IAAMHMBP_01214,
group_286,,hypothetical protein,2,2,1.0,11,1,,,,735,735,735.0,BDMKMOGB_00472,IAAMHMBP_01219,
glvR,glvR,HTH-type transcriptional regulator GlvR,2,2,1.0,10,73,,,,723,774,748.5,,IAAMHMBP_01254,PKFCGPHH_01047
group_282,,hypothetical protein,2,2,1.0,10,68,,,,1200,1200,1200.0,,IAAMHMBP_01246,PKFCGPHH_01053
simA,simA,6-phospho-alpha-glucosidase 1,2,2,1.0,10,56,,,,1344,1344,1344.0,,IAAMHMBP_01252,PKFCGPHH_01049
group_277,rhaS_2,HTH-type transcriptional activator RhaS,2,2,1.0,10,54,,,,858,858,858.0,,IAAMHMBP_01244,PKFCGPHH_01055
aes,aes,Acetyl esterase,2,2,1.0,10,46,,,,885,885,885.0,,IAAMHMBP_01245,PKFCGPHH_01054
bglA_1,bglA_1,6-phospho-beta-glucosidase BglA,2,2,1.0,10,42,,,,1488,1488,1488.0,,IAAMHMBP_01243,PKFCGPHH_01056
bglK_3,bglK_3,Beta-glucoside kinase,2,2,1.0,10,41,,,,912,912,912.0,,IAAMHMBP_01247,PKFCGPHH_01052
malP_2,malP_2,PTS system maltose-specific EIICB component,2,2,1.0,10,24,,,,1839,1839,1839.0,,IAAMHMBP_01253,PKFCGPHH_01048
bglF,bglF,PTS system beta-glucoside-specific EIIBCA component,2,2,1.0,10,17,,,,1971,1971,1971.0,,IAAMHMBP_01242,PKFCGPHH_01057
ydiM_1~~~ydiM_2,ydiM_1;;ydiM_2,Inner membrane transport protein YdiM;hypothetical protein,2,3,1.5,10,16,,,,147,1221,751.0,,IAAMHMBP_01248;IAAMHMBP_01249,PKFCGPHH_01051
menH_2,;menH_2,hypothetical protein;2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,2,3,1.5,10,14,,,,180,759,487.0,,IAAMHMBP_01250;IAAMHMBP_01251,PKFCGPHH_01050
group_159,,hypothetical protein,2,2,1.0,5,2,,,,216,243,229.5,BDMKMOGB_00202,,PKFCGPHH_01369
ebh~~~ebh_1,ebh;ebh_1,Extracellular matrix-binding protein ebh,2,2,1.0,2,244,,,,1056,1971,1513.5,,IAAMHMBP_00450,PKFCGPHH_00350
group_31,,hypothetical protein,2,2,1.0,1,35,,,,255,255,255.0,BDMKMOGB_00054,IAAMHMBP_00821,
ssb_1,ssb_1,Single-stranded DNA-binding protein,2,2,1.0,1,34,,,,492,492,492.0,BDMKMOGB_00042,IAAMHMBP_00812,
group_29,,hypothetical protein,2,2,1.0,1,32,,,,420,420,420.0,BDMKMOGB_00040,IAAMHMBP_00810,
group_26,,hypothetical protein,2,2,1.0,1,28,,,,132,132,132.0,BDMKMOGB_00055,IAAMHMBP_00822,
group_24,,hypothetical protein,2,2,1.0,1,26,,,,606,606,606.0,BDMKMOGB_00041,IAAMHMBP_00811,
group_23,,hypothetical protein,2,2,1.0,1,25,,,,213,213,213.0,BDMKMOGB_00053,IAAMHMBP_00820,
group_20,,hypothetical protein,2,2,1.0,1,22,,,,456,456,456.0,BDMKMOGB_00034,IAAMHMBP_00804,
group_19,,hypothetical protein,2,2,1.0,1,21,,,,780,786,783.0,BDMKMOGB_00037,IAAMHMBP_00807,
group_16,,hypothetical protein,2,2,1.0,1,18,,,,309,315,312.0,BDMKMOGB_00038,IAAMHMBP_00808,
group_15,,hypothetical protein,2,2,1.0,1,17,,,,243,246,244.5,BDMKMOGB_00036,IAAMHMBP_00806,
group_14,,hypothetical protein,2,2,1.0,1,16,,,,1128,1128,1128.0,BDMKMOGB_00032,IAAMHMBP_00802,
group_13,,hypothetical protein,2,2,1.0,1,15,,,,750,762,756.0,BDMKMOGB_00045,IAAMHMBP_00815,
xerC_1~~~xerC_4,xerC_1;xerC_4,Tyrosine recombinase XerC,2,2,1.0,1,14,,,,1104,1107,1105.5,BDMKMOGB_00061,IAAMHMBP_00828,
group_12,,hypothetical protein,2,2,1.0,1,13,,,,807,807,807.0,BDMKMOGB_00043,IAAMHMBP_00813,
group_11,,hypothetical protein,2,2,1.0,1,12,,,,327,330,328.5,BDMKMOGB_00052,IAAMHMBP_00819,
group_10,,hypothetical protein,2,2,1.0,1,11,,,,783,789,786.0,BDMKMOGB_00057,IAAMHMBP_00824,
group_9,,hypothetical protein,2,2,1.0,1,10,,,,525,525,525.0,BDMKMOGB_00048,IAAMHMBP_00818,
group_7,,hypothetical protein,2,2,1.0,1,8,,,,525,525,525.0,BDMKMOGB_00039,IAAMHMBP_00809,
group_6,,hypothetical protein,2,2,1.0,1,7,,,,210,210,210.0,BDMKMOGB_00035,IAAMHMBP_00805,
group_5,,hypothetical protein,2,2,1.0,1,6,,,,318,330,324.0,BDMKMOGB_00033,IAAMHMBP_00803,
group_4,,hypothetical protein,2,2,1.0,1,5,,,,246,246,246.0,BDMKMOGB_00056,IAAMHMBP_00823,
group_2,,hypothetical protein,2,2,1.0,1,3,,,,441,441,441.0,BDMKMOGB_00044,IAAMHMBP_00814,
group_0,,hypothetical protein,2,2,1.0,1,1,,,,333,333,333.0,BDMKMOGB_00047,IAAMHMBP_00817,
group_637,,hypothetical protein,1,1,1.0,54,7,,,,867,867,867.0,,IAAMHMBP_01475,
arcB,arcB,Delta(1)-pyrroline-2-carboxylate reductase,1,1,1.0,54,6,,,,981,981,981.0,,IAAMHMBP_01474,
group_636,,Putative 2-hydroxyacid dehydrogenase,1,1,1.0,54,5,,,,981,981,981.0,,IAAMHMBP_01469,
group_635,,hypothetical protein,1,1,1.0,54,4,,,,1500,1500,1500.0,,IAAMHMBP_01471,
ddaH,ddaH,N(G)N(G)-dimethylarginine dimethylaminohydrolase,1,1,1.0,54,3,,,,855,855,855.0,,IAAMHMBP_01470,
argF_2,argF_2,Ornithine carbamoyltransferase,1,1,1.0,54,2,,,,894,894,894.0,,IAAMHMBP_01472,
pucR,pucR,Purine catabolism regulatory protein,1,1,1.0,54,1,,,,1647,1647,1647.0,,IAAMHMBP_01473,
adh,adh,Alcohol dehydrogenase,1,1,1.0,53,6,,,,1035,1035,1035.0,,IAAMHMBP_00379,
group_634,,hypothetical protein,1,1,1.0,53,5,,,,180,180,180.0,,IAAMHMBP_00383,
group_633,,hypothetical protein,1,1,1.0,53,4,,,,1686,1686,1686.0,,IAAMHMBP_00381,
cysL_1,cysL_1,HTH-type transcriptional regulator CysL,1,1,1.0,53,3,,,,879,879,879.0,,IAAMHMBP_00382,
group_632,,Aspartate aminotransferase,1,1,1.0,53,2,,,,1176,1176,1176.0,,IAAMHMBP_00380,
group_631,,hypothetical protein,1,1,1.0,53,1,,,,444,444,444.0,,IAAMHMBP_00378,
group_622,,hypothetical protein,1,1,1.0,48,30,,,,258,258,258.0,,IAAMHMBP_00185,
group_615,,hypothetical protein,1,1,1.0,48,23,,,,384,384,384.0,,IAAMHMBP_00175,
group_613,,hypothetical protein,1,1,1.0,48,21,,,,456,456,456.0,,IAAMHMBP_00178,
group_610,,hypothetical protein,1,1,1.0,48,18,,,,153,153,153.0,,IAAMHMBP_00183,
group_605,,hypothetical protein,1,1,1.0,48,13,,,,237,237,237.0,,IAAMHMBP_00179,
group_603,,hypothetical protein,1,1,1.0,48,11,,,,393,393,393.0,,IAAMHMBP_00182,
group_601,,hypothetical protein,1,1,1.0,48,8,,,,321,321,321.0,,IAAMHMBP_00181,
group_596,,hypothetical protein,1,1,1.0,48,3,,,,174,174,174.0,,IAAMHMBP_00184,
group_593,,hypothetical protein,1,1,1.0,47,1,,,,1548,1548,1548.0,,IAAMHMBP_00165,
group_591,,hypothetical protein,1,1,1.0,46,4,,,,429,429,429.0,,,PKFCGPHH_01268
group_588,,hypothetical protein,1,1,1.0,45,3,,,,426,426,426.0,,IAAMHMBP_00157,
group_587,,hypothetical protein,1,1,1.0,45,2,,,,2268,2268,2268.0,,IAAMHMBP_00158,
group_586,,hypothetical protein,1,1,1.0,45,1,,,,294,294,294.0,,IAAMHMBP_00159,
group_583,,hypothetical protein,1,1,1.0,44,24,,,,342,342,342.0,,IAAMHMBP_00154,
group_581,,hypothetical protein,1,1,1.0,44,22,,,,666,666,666.0,,,PKFCGPHH_00711
group_575,,hypothetical protein,1,1,1.0,44,16,,,,957,957,957.0,,IAAMHMBP_00139,
dpnM,dpnM,Type II methyltransferase M1.DpnII,1,1,1.0,44,13,,,,705,705,705.0,,IAAMHMBP_00132,
group_572,,hypothetical protein,1,1,1.0,44,12,,,,138,138,138.0,,IAAMHMBP_00133,
group_569,,hypothetical protein,1,1,1.0,44,8,,,,969,969,969.0,,IAAMHMBP_00135,
group_562,,hypothetical protein,1,1,1.0,44,1,,,,657,657,657.0,,IAAMHMBP_00138,
group_561,,hypothetical protein,1,1,1.0,43,10,,,,273,273,273.0,,IAAMHMBP_00122,
toxN_1,toxN_1,Endoribonuclease ToxN,1,1,1.0,43,9,,,,552,552,552.0,,IAAMHMBP_00126,
